# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.04.2021 по 01.07.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.04.2021 03:00";"3.6";"744.8";"745.2";"-2.6";"74";"Ветер, дующий с юго-юго-запада";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-0.6";"";"";"";"";"";"";
"05.04.2021 00:00";"4.1";"747.4";"747.7";"-2.1";"75";"Ветер, дующий с юго-юго-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.0";"";"";"";"";"";"";
"04.04.2021 21:00";"5.5";"749.5";"749.8";"-1.5";"73";"Ветер, дующий с юго-юго-запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"6.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"1500-2000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.9";"Следы осадков";"12";"";"";"";"";
"04.04.2021 18:00";"6.2";"751.0";"751.5";"-2.2";"67";"Ветер, дующий с юго-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"1500-2000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.5";"Следы осадков";"12";"";"";"";"";
"04.04.2021 15:00";"4.3";"753.2";"753.6";"-1.7";"78";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.7";"";"";"";"";"";"";
"04.04.2021 12:00";"3.0";"754.9";"755.3";"-1.4";"80";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"04.04.2021 09:00";"1.6";"756.3";"756.7";"-0.5";"81";"Ветер, дующий с западо-юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"-0.1";"";"";"";"";"";"";"10.0";"-1.4";"Осадков нет";"12";"";"";"";"";
"04.04.2021 06:00";"0.1";"756.8";"757.2";"-0.5";"92";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"-0.1";"";"";"";"";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"04.04.2021 03:00";"1.0";"757.3";"757.6";"-0.5";"92";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-0.2";"";"";"";"";"";"";
"04.04.2021 00:00";"1.3";"757.8";"758.2";"-0.1";"91";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"0.0";"";"";"";"";"";"";
"03.04.2021 21:00";"1.6";"757.9";"758.3";"0.3";"87";"Ветер, дующий с запада";"1";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"5.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-0.3";"Следы осадков";"12";"";"";"";"";
"03.04.2021 18:00";"4.4";"757.6";"758.0";"0.2";"71";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-0.5";"Следы осадков";"12";"";"";"";"";
"03.04.2021 15:00";"4.4";"757.4";"757.8";"0.3";"74";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Морось.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.1";"";"";"";"";"";"";
"03.04.2021 12:00";"2.2";"757.1";"757.5";"1.0";"89";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"0.6";"";"";"";"";"";"";
"03.04.2021 09:00";"1.1";"756.1";"756.4";"0.9";"96";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.2";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"0.5";"Следы осадков";"12";"";"";"";"";
"03.04.2021 06:00";"-0.1";"755.2";"755.6";"0.0";"98";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"50-100";"";"";"4.0";"-0.4";"Следы осадков";"12";"";"";"";"";
