Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;4301;2783;4301;3175;3286;3600;4301;4301;2540;3747;2842;3074;4701;0;0;3401;0;3387;;0;0;0;3300;5501;3286;3387;5101;0;0;;0;5900;4701;5048;0;0;2399;4281;4281;3701;0;0;4281;3175;0
2;3747;2641;3747;3074;2842;3286;3747;3747;2540;3747;2842;2726;3387;5101;5501;3141;0;3387;2842;;0;5101;3141;5101;3074;2943;3701;0;0;0;6478;0;4701;4701;6001;0;2399;4281;4281;3600;3701;0;3863;3175;0
3;3445;2472;3445;3074;2842;3074;3445;3445;2472;3646;2726;2726;3175;4301;4301;2937;4200;3074;2842;3286;;0;2937;4200;3074;2943;3286;0;0;0;6478;6001;4600;3600;6001;6001;2399;4281;3863;3701;3701;5101;3486;2943;4281
4;3493;2542;3313;2911;2810;3176;3212;3392;2542;3040;2810;2810;3033;3801;3801;2865;3392;2932;2932;3400;4266;;3027;3700;2932;2932;3400;0;0;0;6103;6103;3706;3807;6103;6489;2399;4001;4001;3501;3807;5183;3610;2810;3900
5;3212;2542;3040;2738;2738;2932;3212;3212;2542;2946;2738;2810;3033;3801;3801;2614;3212;2810;2810;3400;4266;4367;;3700;2810;2810;3400;0;0;0;4347;4347;3706;3807;0;0;2399;4001;3610;3277;3807;4367;3610;2810;3610
6;3040;2542;3040;2738;2738;2932;3212;3040;2542;2946;2738;2738;3033;3493;3392;2542;3212;2810;2738;3176;4266;3700;2715;;2810;2810;3176;0;0;0;4347;4347;3706;3807;0;0;2298;4001;3610;3176;3400;4367;3358;2810;3358
7;3040;2542;3047;2738;2738;2810;3040;3040;2386;2946;2738;2738;2911;3493;3392;2542;3040;2738;2738;2932;3700;3801;2715;3040;;2738;3176;0;0;0;4246;4001;3400;3807;6103;0;2399;3711;3358;2932;3400;4367;3358;2738;3358
8;2946;2542;3047;2738;2738;2810;3040;3040;2386;2946;2562;2738;2810;3313;3392;2542;2946;2738;2738;2810;3700;3493;2542;3040;2738;;3176;0;6002;0;3900;4001;3400;3501;6103;0;2399;3711;3358;2932;3400;4367;3358;2738;3358
9;2946;2542;2946;2738;2738;2810;2946;2946;2386;2946;2562;2738;2738;3212;3212;2542;2946;2738;2738;2810;3392;3392;2542;3040;2738;2738;;0;0;2515;3610;4001;3277;3400;6103;0;2399;3459;3358;2932;3176;4367;3226;2738;3226
10;2984;2602;2984;2806;2806;2806;2984;2984;2440;2984;2622;2622;2806;3080;3256;2602;2984;2806;2806;2806;3440;3256;2602;2984;2806;2806;2880;;0;2399;3740;3740;3361;3260;6205;0;2399;3476;3476;2880;3260;3855;3336;2806;3336
