Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;5873;10057;6541;6541;7005;8149;12657;6541;10057;4653;6541;8057;10857;12657;7429;10057;7429;6541;;10857;12657;7429;10057;7429;7005;7429;;;12657;0;9298;9338;7510;8462;12738;7510;5534;12738;7510;7086;8462;12738;6622;9298;7086
2;5641;10057;6541;6541;6309;7545;12657;6309;10057;4653;6541;7429;10857;12657;7005;10057;7005;6309;6541;;0;7005;10057;7005;7005;7005;;;12657;0;9298;8230;7086;7910;12738;7510;5534;12738;7510;6622;7430;12738;6390;8462;6622
3;5641;8057;5937;6309;6309;7193;12657;6173;10057;4653;6541;7429;8149;12657;6541;10057;6541;6309;6541;8149;;7005;10057;7005;6541;6541;10857;;12657;5453;9217;8230;7086;7910;12738;7510;5534;12738;7510;6622;7430;12738;6390;8462;6390
4;5665;8269;5941;5941;6477;6937;12861;6333;8269;4653;6721;7657;8257;12861;6477;10353;6477;6333;6721;7641;12861;;10353;6477;6477;6721;11021;;12861;5453;9349;7641;7290;8158;12942;7290;5534;12942;7290;6558;7654;12942;6414;8158;6558
5;5665;8269;5941;5941;6333;6937;9349;6333;8269;4653;6333;7209;7641;12861;6333;8269;6333;6333;6477;7641;12861;6333;;6477;6477;6477;11021;;9349;5453;12861;7281;6721;8158;12942;7290;5534;12942;6802;6558;7654;12942;6414;8158;6414
6;5665;7209;5941;5941;6333;6937;9349;6333;7657;4653;6333;6477;7641;12861;6333;8269;6333;6333;6333;7281;9349;6333;8269;;6477;6477;9389;;9349;5453;12861;7281;6721;7573;9430;7290;5534;12942;6802;6414;7390;12942;6414;7654;6414
7;5665;7209;5941;5941;6333;6749;8657;6333;7209;4653;6333;6477;7281;12861;6333;7657;6333;6333;6333;6937;9349;6333;7657;6333;;6477;8257;;9349;5453;12861;6937;6477;7573;12861;7290;5534;12942;6802;6414;7210;9430;6414;7654;6414
8;5665;6721;5941;5629;6333;6749;8657;5409;7209;4653;6333;6333;6937;8657;6333;7657;6333;6333;6333;6937;8657;6333;7657;6333;6333;;8257;;8077;5453;9349;6937;6477;7573;12861;6721;5534;12942;6558;6414;7210;9430;6414;7654;6414
9;5665;6721;5629;5629;5981;6749;8077;5409;6721;4653;6333;6333;6937;8657;6333;7657;5981;6333;5981;6749;8657;6333;7209;6333;6333;6333;;;8077;5453;9349;6749;6333;7309;12861;6721;5453;12942;6558;6414;7210;9430;6414;7390;6414
10;5769;6869;5737;5737;6101;6825;8337;5501;6869;4653;6469;6469;6825;8337;6469;7377;6469;6101;6101;6825;8773;6469;7377;6469;6469;6469;7737;;7809;5453;13065;6825;6469;7529;13065;6617;5453;13065;6698;6550;7422;8854;6550;7610;6550
