Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;36;18;25;16;17;7;4;40;17;10;24;6;3;1;30;12;16;26;;7;2;37;10;19;22;4;;;32;0;25;31;15;19;12;35;17;16;18;16;24;1;40;21;23
2;38;20;28;16;26;12;8;38;18;19;24;9;8;2;33;19;17;26;16;;0;37;13;20;22;13;;;35;0;26;31;15;19;13;36;21;18;21;19;26;11;41;26;24
3;38;21;32;20;27;24;18;39;23;21;24;11;15;8;34;24;25;27;18;22;;37;17;27;22;14;3;;36;25;26;31;21;19;16;36;20;22;22;20;26;14;43;28;28
4;38;24;38;26;29;27;22;40;24;36;25;12;15;13;37;25;35;31;19;22;19;;17;32;27;14;5;;38;28;30;30;25;20;16;36;22;22;23;20;27;15;43;31;31
5;39;24;39;27;34;27;25;41;26;38;29;12;17;17;39;28;40;35;24;23;19;39;;32;27;18;5;;40;31;33;36;31;24;16;36;27;25;24;24;28;15;43;35;32
6;41;30;39;27;36;27;25;41;31;38;30;20;17;19;39;31;43;35;29;25;23;39;24;;27;20;9;;40;31;28;36;32;24;16;36;30;25;24;25;30;16;43;37;31
7;41;32;42;27;36;31;30;41;31;40;33;22;21;19;40;31;43;36;35;27;27;39;32;40;;21;18;;36;32;31;38;35;25;16;36;30;29;25;27;31;15;43;40;31
8;41;36;42;30;36;31;30;41;31;40;33;25;23;27;40;32;43;36;40;31;28;41;33;41;36;;18;;40;34;28;38;37;26;17;36;30;30;25;31;31;16;43;40;31
9;42;36;42;30;39;31;30;41;34;40;33;32;29;27;40;32;43;36;40;34;29;41;35;41;36;32;;;40;37;30;38;38;26;19;39;31;31;25;31;32;22;43;40;31
10;42;40;42;30;39;31;32;41;33;40;33;32;30;29;40;35;43;36;40;37;29;44;36;43;36;32;29;;40;37;29;38;38;27;20;41;28;31;25;31;32;23;43;40;31
