Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;15;16;3;11;3;6;10;4;8;5;10;5;0;0;6;10;5;6;;2;0;7;13;8;3;9;14;3;1;;11;12;15;10;1;11;15;17;14;10;7;1;14;12;8
2;13;16;5;11;10;6;11;6;8;6;12;10;2;0;8;13;6;6;13;;0;10;15;8;3;10;15;4;0;1;12;14;13;13;3;10;15;17;15;11;10;4;15;12;5
3;16;17;9;10;13;8;15;7;9;6;12;11;3;3;9;13;6;6;13;11;;10;14;11;3;11;16;8;0;3;13;14;13;15;6;10;17;17;15;11;12;8;14;14;8
4;16;17;12;9;13;8;16;8;14;4;12;11;6;7;11;15;11;8;13;11;12;;14;11;9;11;16;11;1;5;14;14;13;15;5;12;17;17;15;11;12;8;16;14;11
5;17;17;12;10;14;8;16;14;15;7;16;11;6;7;13;15;13;8;14;11;12;12;;11;10;12;16;11;1;10;14;13;13;15;5;13;17;17;16;11;13;10;16;16;14
6;17;17;12;12;14;10;16;14;16;9;16;12;6;8;13;16;13;9;15;14;13;12;15;;10;12;16;11;1;11;14;15;12;15;4;13;17;17;16;12;13;10;16;16;14
7;16;17;14;12;16;12;16;14;16;9;17;12;7;8;14;17;16;10;16;15;13;12;15;14;;12;16;12;1;16;14;15;11;15;5;13;17;17;16;13;13;11;16;16;14
8;16;17;14;16;16;12;16;16;17;12;17;13;8;11;14;17;16;12;16;15;13;13;17;14;13;;16;12;2;17;14;16;11;15;9;13;17;17;16;13;14;10;16;16;14
9;16;17;14;16;17;12;16;16;17;12;17;13;8;12;16;17;16;12;16;17;16;15;17;14;13;13;;12;4;17;15;16;11;16;12;13;17;17;16;13;14;13;16;16;14
10;16;17;14;16;17;15;16;17;17;12;17;13;9;12;17;17;16;12;16;17;16;15;17;15;13;13;17;;7;17;15;16;11;16;12;15;17;17;16;14;14;13;16;16;14
