Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2609;5048;2842;2842;3074;3646;6001;2842;0;0;2842;3701;0;6478;3387;0;3387;2842;;5101;0;3387;0;3387;3074;3286;;;5900;0;4180;4200;3387;3863;5900;3387;0;6478;3387;3175;3863;6001;2943;4281;3175
2;2392;4600;2842;2842;2726;3344;0;2726;4701;1898;2842;3286;5101;0;3074;5048;3175;2726;2842;;0;3175;4701;3074;3074;3074;;;6001;0;4281;3747;3175;3486;5900;3387;0;6001;3286;2842;3246;0;2827;3762;2842
3;2392;3701;2540;2726;2726;3168;0;2658;4701;1999;2842;3286;3646;6401;2943;0;2842;2726;2842;3646;;3175;0;3074;2842;2842;5101;;0;0;4281;3747;3175;3486;5900;3387;0;5900;3387;2842;3246;6401;2726;3762;2726
4;2404;3807;2542;2542;2810;3040;6103;2738;3807;1898;2932;3400;3700;0;2810;4849;2810;2738;2932;3392;6002;;0;2810;2810;2932;5082;;0;0;4246;3493;3277;3610;6002;3277;2515;0;3176;2810;3358;6002;2738;3711;2810
5;2404;3807;2542;2542;2738;3040;4347;2738;3807;1898;2738;3176;3392;6002;2738;3807;2738;2738;2810;3392;6103;2738;;2810;2810;2810;5082;;0;2515;6103;3212;3033;3610;6002;3176;2399;0;2932;2810;3358;6002;2738;3711;2738
6;2404;3277;2542;2542;2738;3040;4347;2738;3501;1898;2738;2810;3392;6002;2738;3807;2738;2738;2738;3212;4347;2738;3807;;2810;2810;4266;;4246;2399;6503;3212;2932;3358;4246;3176;2399;6002;2932;2738;3226;6103;2738;3358;2738
7;2404;3176;2542;2542;2738;2946;4001;2738;3277;1898;2738;2810;3212;6103;2738;3501;2738;2738;2738;3040;4347;2738;3501;2738;;2810;3801;;4347;2399;6103;3040;2810;3358;6002;3176;2399;0;2932;2738;3136;4347;2738;3358;2738
8;2404;3033;2542;2386;2738;2946;3900;2276;3277;1898;2738;2738;3040;4001;2738;3501;2738;2738;2738;3040;4001;2738;3501;2738;2738;;3801;;3711;2399;4246;3040;2810;3358;6002;2932;2399;6002;2810;2738;3136;4347;2738;3358;2738
9;2404;3033;2386;2386;2562;2946;3711;2276;3033;1898;2738;2738;3040;4001;2738;3501;2562;2738;2562;2946;4001;2738;3277;2738;2738;2738;;;3711;2298;4246;2946;2738;3226;6002;2932;2399;6002;2810;2738;3136;4347;2738;3226;2738
10;2456;3107;2440;2440;2622;2984;3841;2322;3107;1898;2806;2806;2984;3841;2806;3361;2806;2622;2622;2984;4059;2806;3361;2806;2806;2806;3541;;3577;2298;0;2984;2806;3336;6104;2880;2399;6104;2880;2806;3242;4059;2806;3336;2806
