Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;33;151;49;117;89;36;18;42;182;61;170;125;35;0;0;3;0;80;;0;0;0;19;2;116;90;1;0;0;;0;4;4;2;0;0;61;22;24;12;0;0;28;100;0
2;58;171;80;125;163;71;46;71;199;91;203;210;118;3;1;44;0;105;158;;0;1;62;11;143;150;44;0;0;0;1;0;18;16;1;0;76;33;37;35;32;0;56;124;0
3;86;229;132;131;183;119;97;85;237;100;224;219;151;44;19;94;16;114;178;83;;0;89;39;148;159;65;0;0;0;2;8;22;24;2;3;90;40;54;45;47;9;84;150;25
4;92;243;164;173;195;131;129;103;263;203;228;223;167;72;38;155;95;152;182;88;20;;90;92;188;167;86;0;0;0;10;4;26;28;1;1;106;54;76;61;49;12;101;171;74
5;143;246;192;234;233;142;144;147;273;230;279;229;178;84;55;206;145;178;203;91;26;35;;96;223;209;92;0;0;0;17;19;38;33;0;0;134;58;106;86;54;18;116;193;129
6;172;264;198;259;260;140;156;162;287;255;290;267;188;97;65;246;177;205;236;119;40;39;169;;226;222;109;0;0;0;26;37;52;36;0;0;152;68;133;117;71;20;127;203;159
7;183;273;235;259;278;160;173;172;297;275;296;280;209;104;82;264;222;267;265;159;51;45;199;189;;226;126;0;0;0;39;52;60;45;1;0;168;81;146;143;84;31;137;211;172
8;205;277;244;266;279;171;188;188;306;276;310;293;219;136;84;277;225;275;277;182;70;88;218;204;263;;126;0;1;0;64;66;83;74;3;0;181;99;150;156;86;45;146;228;180
9;220;279;247;266;296;188;206;206;310;283;312;299;242;159;115;282;228;282;288;210;98;98;245;212;269;258;;0;0;1;81;72;115;83;5;0;192;118;163;168;101;49;160;239;195
10;227;281;254;267;298;198;216;232;311;289;312;306;253;172;124;290;230;284;292;234;122;108;252;225;271;264;172;;0;2;121;98;129;92;4;0;203;123;179;178;101;54;169;242;209
