Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;132;475;311;419;420;296;179;174;543;338;506;468;191;0;0;290;105;363;;0;0;0;236;112;416;320;90;0;0;0;2;4;18;15;0;0;463;109;171;267;129;0;133;396;94
2;229;526;365;471;526;437;274;295;552;396;541;554;361;101;35;413;197;411;495;;4;0;315;178;486;443;208;0;0;0;0;2;26;46;0;3;493;164;239;331;278;1;233;453;195
3;317;558;450;501;556;510;356;385;599;422;553;576;456;197;108;506;369;453;517;362;;3;384;302;513;481;298;2;0;0;0;7;51;68;1;2;520;198;284;376;305;45;280;487;345
4;334;582;516;558;571;536;409;434;631;555;554;588;480;291;181;559;450;528;531;399;184;;399;402;546;499;332;0;0;0;10;35;90;89;0;7;543;244;351;413;343;57;343;517;436
5;428;587;564;572;586;549;436;482;637;595;604;590;497;347;278;583;507;560;562;426;215;179;;418;568;530;364;1;0;0;52;128;104;132;0;0;567;291;407;458;366;71;381;537;494
6;470;623;569;610;615;537;452;508;644;621;632;640;500;380;337;608;550;586;592;487;248;229;547;;567;546;415;2;0;0;90;180;173;148;3;0;585;339;460;486;409;84;402;541;525
7;490;627;599;612;633;558;481;523;653;631;646;657;535;410;383;621;580;604;607;529;295;272;570;541;;548;459;0;0;0;165;226;213;196;2;2;593;366;501;518;434;104;414;547;542
8;512;632;623;651;635;578;512;542;663;643;652;671;551;483;400;633;592;623;626;551;359;315;581;565;616;;469;0;0;53;229;286;291;231;0;0;613;393;516;540;454;133;426;549;552
9;526;639;626;653;653;578;530;569;672;650;652;682;554;510;466;635;596;631;632;566;405;352;597;572;622;582;;0;1;213;367;323;371;273;2;0;620;428;534;550;475;156;442;556;556
10;526;649;638;664;659;596;531;578;682;663;655;691;557;544;503;654;600;640;643;581;448;394;615;581;630;585;519;;0;261;489;428;437;344;9;1;631;442;557;563;503;162;459;573;572
