Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2783;3701;2726;2540;2783;3401;4701;2682;4701;1999;3141;;0;;2937;0;2726;2836;;0;0;3401;0;2842;3141;0;0;;0;0;4180;3101;3175;3701;5900;2943;2799;6001;2726;2726;3387;5048;3074;0;2726
2;2641;5048;2658;2472;2540;2937;0;2540;0;1999;3141;3401;0;0;2682;4701;2726;2783;3141;;0;3141;5048;2726;2836;4221;0;;3701;0;4180;3000;2943;3387;5900;2842;0;0;2726;2726;3175;0;2842;4600;2658
3;2573;3948;2340;2472;2472;2783;0;2472;0;1898;2836;3401;4221;0;2540;0;2658;2682;2937;3401;;3141;0;2658;2836;3401;0;;3387;2515;4281;3101;2827;3387;5900;2827;0;0;2726;2726;2943;0;2726;5101;2658
4;2643;3807;2404;2542;2542;2764;3807;2542;4207;1898;2926;3241;3493;0;2614;3706;2738;2614;2926;3241;0;;0;2738;2764;3241;0;;3501;2399;4246;2946;2911;3400;6103;2810;0;0;2738;2738;3033;4064;2738;4748;2738
5;2542;3807;2404;2386;2542;2715;3807;2542;3501;1898;2542;3241;3241;0;2542;3807;2738;2542;2764;3140;0;2764;;2738;2614;3027;4660;;3277;2515;4347;2946;2839;3277;6103;2738;2515;0;2738;2738;3033;3807;2738;0;2738
6;2542;3501;2276;2386;2542;2715;3501;2542;3277;1898;2542;2614;3241;0;2542;3501;2562;2542;2614;3027;0;2764;3807;;2614;2865;0;;3033;2399;4347;2946;2738;3277;4347;2738;2515;4246;2738;2738;2911;3501;2738;3807;2562
7;2542;3277;2276;2386;2386;2542;3277;2542;3277;1898;2542;2542;2865;4748;2542;3277;2562;2542;2614;2865;3807;2764;3807;2562;;2865;3493;0;3033;2515;4246;2946;2738;3033;6503;2738;2515;4001;2738;2738;2911;3501;2738;3807;2562
8;2386;3277;2276;2224;2386;2542;3277;2386;3277;1898;2542;2542;2764;3807;2542;3277;2562;2542;2542;2715;3807;2614;3501;2562;2542;;0;;2911;0;4246;2946;2738;2932;6002;2738;2399;4001;2738;2738;2911;3501;2738;3501;2562
9;2386;3033;2276;2224;2386;2542;3033;2386;3033;1898;2386;2542;2614;3501;2542;3033;2562;2542;2542;2614;3501;2614;3501;2562;2542;2542;;;2911;2399;4246;2946;2738;2911;4246;2738;2399;4001;2738;2738;2911;3277;2738;3501;2562
10;2440;2981;2322;2270;2440;2602;3107;2440;3107;1898;2440;2602;2602;3595;2602;3107;2622;2602;2602;2676;3361;2602;3361;2622;2602;2602;3323;;2907;2415;4413;2838;2806;2981;6601;2806;2399;3958;2806;2806;2907;3361;2806;3595;2622
