Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;5873;10057;6309;6309;6541;8149;7829;6309;10057;4653;6309;7429;10857;0;7005;10057;6541;6309;;8149;12657;6541;10057;6541;6309;7005;;;12657;0;9298;8230;7086;8462;12738;7510;5534;12738;7086;6622;7910;12738;6390;7430;6622
2;5641;8057;6309;6173;6173;7545;12657;6173;10057;4653;6309;7005;9257;12657;6309;10057;6541;6173;6309;;12657;6309;10057;6309;6309;6541;;;12657;5453;9298;8230;7086;7910;12738;7510;5534;12738;7086;6390;7178;12738;6254;7430;6390
3;5537;8057;5801;6173;6173;7193;12657;6173;8057;4653;6173;7005;8149;7829;6173;10057;6173;6173;6309;7193;;6309;10057;6173;6173;6309;10857;;12657;5453;9217;7626;7086;7910;12738;7086;5534;12738;7086;6254;7006;12738;6254;7178;6254
4;5665;8269;5941;5941;6333;6937;9349;6333;8269;4653;6333;6721;7641;12861;6333;8269;6333;6333;6333;7281;12861;;10353;6333;6333;6477;11021;;12861;5453;9349;7281;6802;8158;12942;7290;5534;12942;6802;6414;7210;12942;6414;7210;6414
5;5665;7657;5941;5941;6333;6937;9349;6333;7657;4653;6333;6721;7281;12861;6333;8269;6333;6333;6333;6937;9349;6333;;6333;6333;6333;9389;;12861;5453;9349;7281;6721;7654;12942;7290;5534;12942;6558;6414;7210;9430;6414;7654;6414
6;5665;7209;5941;5629;6333;6749;9349;6333;7209;4653;6333;6477;7281;12861;6333;7657;6333;5981;6333;6937;9349;6333;7657;;6333;6333;9389;;9349;5453;9349;6937;6477;7573;12942;6802;5534;12942;6414;6414;7210;9430;6414;7654;6414
7;5665;7209;5629;5629;5981;6749;8657;5981;7209;4653;6333;6333;6749;9349;6333;7657;5981;5981;5981;6749;8657;6333;7657;6333;;6333;8257;;8657;5453;12861;6749;6477;7573;12861;6802;5534;12942;6414;6414;7210;9430;6414;7654;6414
8;5409;7209;5629;5629;5981;6749;8077;5409;7209;4653;5981;6333;6749;8657;6333;7657;5981;5981;5981;6749;8657;6333;7209;5981;5981;;8257;;7573;5453;9349;6749;6333;7309;12861;6721;5534;12942;6414;6414;7210;8738;6414;7654;6414
9;5409;6721;5629;5629;5981;6749;8077;5409;6721;4653;5981;6333;6749;8077;5981;7209;5981;5981;5981;6749;8077;5981;7209;5981;5981;6333;;;7309;5453;9349;6749;6333;7129;12861;6477;5453;12942;6414;6414;6954;8738;6062;7210;6414
10;5501;6617;5737;5737;6101;6825;8337;5501;6869;4653;6101;6469;6825;7809;6101;6869;6101;6101;6101;6825;7809;6101;6869;6101;6101;6469;7369;;7529;5453;13065;6825;6469;7341;13065;6469;5453;13065;6550;6550;7154;8418;6182;7422;6550
