Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;6481;9257;7005;6309;6541;8149;12657;7005;8149;0;7005;10057;10857;;10057;;10057;7429;;0;;10057;11631;10057;7429;8057;10857;0;10857;;12738;10938;7510;9338;12738;10138;5534;12738;10138;8138;10938;13692;7538;10938;10138
2;6165;8149;6541;6309;6309;7545;12657;6309;8149;0;7005;7429;10857;0;10057;0;10057;7005;7429;;;10057;10857;10057;7429;7429;10857;;10857;;12738;9338;7510;8230;12738;8138;5534;12738;10138;8138;9338;12738;7018;10938;10138
3;5873;7545;6221;6173;6173;6857;9217;6173;7545;0;6541;7429;8149;12657;8057;10857;10057;7005;7429;9257;;10057;10857;8057;7005;7429;9257;;10857;5453;12657;9338;7510;8230;12738;8138;5534;12738;10138;8138;9338;12738;7018;9338;7510
4;6017;7281;6085;6333;6333;6937;8657;6333;7281;4653;6721;7657;8257;12861;7657;11021;8269;6721;7209;8257;12861;;11021;7657;7209;7209;8257;;11021;5453;12861;9389;7290;8338;12942;7738;5534;12942;10434;7738;9470;12942;6790;9470;7738
5;5773;7281;5941;6333;6333;6749;8077;6333;6937;4653;6477;7657;8257;12861;7209;9389;7657;6477;7209;8257;12861;7657;;7657;6721;7209;8257;;11021;5453;12861;8257;7209;7722;12942;7738;5534;12942;10434;7738;8338;12942;6790;9470;7290
6;5665;6937;5941;5981;6333;6749;7573;6333;6749;4653;6333;7209;8257;12861;7209;9389;7209;6333;6721;7641;12861;7657;9389;;6721;6721;7641;;11021;5453;12861;7641;7209;7641;12942;7738;5534;12942;8350;7738;8338;12942;6790;8338;7290
7;5665;6937;5941;5981;6333;6749;7573;6333;6749;4653;6333;6721;7641;9349;7209;9389;6721;6333;6477;7641;9349;7657;9389;6721;;6721;7641;;11021;5453;12861;7641;6721;7641;12861;7290;5534;12942;8350;7290;7722;12942;6790;8338;6802
8;5665;6749;5941;5981;6333;6749;7309;5665;6749;4653;6333;6477;7281;8657;7209;8257;6721;6333;6477;7281;9349;7209;9389;6721;6477;;7641;0;11021;5453;12861;7641;6721;7641;12861;7209;5534;12942;8350;7290;7722;12942;6466;8338;6802
9;5665;6749;5941;5981;5981;6749;7309;5665;6749;4653;6333;6477;7281;8077;6721;8257;6721;6333;6477;7281;8657;7209;8257;6721;6477;6477;;0;11021;5453;12861;7281;6477;7281;12861;7209;5453;12942;7738;7290;7722;9430;6466;7722;6802
10;5769;6825;5737;6101;6101;6533;7341;5769;6825;4653;6469;6469;7017;8337;6869;7737;6869;6469;6617;7017;8337;6869;8365;6617;6617;6617;7017;;11185;5453;13065;7369;6617;7369;13065;6869;5453;13065;7926;7458;7818;9562;6290;7818;6950
