Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;31;23;19;20;22;12;0;22;14;5;0;0;0;;23;0;16;3;;1;;10;1;10;0;1;0;;0;0;3;35;27;20;0;27;2;0;29;21;24;0;27;17;24
2;32;33;27;21;29;19;0;24;18;9;0;0;0;0;26;0;15;5;3;;;12;0;12;1;2;0;;16;0;3;36;29;23;1;28;7;0;34;23;31;0;28;27;24
3;38;40;36;31;35;28;11;33;30;15;5;5;5;2;32;5;25;8;10;2;;14;2;26;7;5;2;;36;9;6;38;34;32;7;32;17;1;36;28;34;12;31;32;34
4;39;46;37;33;35;29;18;35;32;22;5;5;5;5;33;5;34;15;13;2;3;;2;31;21;2;2;1;38;30;9;38;33;33;2;32;23;1;41;28;34;14;32;37;38
5;40;47;39;36;43;29;19;40;37;28;9;5;5;5;37;6;36;17;18;3;2;21;;33;28;2;2;1;39;30;7;42;35;35;2;32;25;8;41;29;34;17;31;38;41
6;43;48;39;43;45;33;22;40;37;28;10;5;5;5;38;10;37;19;24;2;2;22;6;;29;4;6;1;39;31;5;42;37;39;6;36;28;10;42;29;34;17;31;39;45
7;43;48;39;44;46;34;24;41;37;30;15;5;5;5;38;10;39;23;32;7;2;28;6;40;;4;12;1;45;32;5;44;37;41;5;36;36;10;42;30;34;23;32;41;45
8;44;48;39;46;46;40;27;42;39;31;19;7;5;5;39;11;39;27;35;13;5;29;8;42;37;;12;1;47;40;6;45;37;42;4;36;36;14;42;32;34;26;36;41;45
9;44;48;39;46;48;40;30;42;39;30;18;10;5;6;40;12;43;27;36;14;8;29;10;42;37;15;;1;47;42;7;47;38;42;2;36;38;19;43;32;35;27;36;41;45
10;44;48;42;46;48;42;30;43;41;33;18;10;5;5;41;12;45;29;36;18;11;33;9;42;37;15;27;;48;42;7;47;41;44;2;36;41;27;44;32;35;29;36;42;45
