Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;28;33;17;25;25;15;32;27;34;22;30;22;10;1;23;29;27;24;;20;17;26;29;21;24;24;28;27;0;0;34;26;33;31;30;32;34;32;27;26;26;28;31;33;24
2;28;34;20;26;32;22;33;33;34;24;33;28;19;7;23;32;27;27;32;;17;30;29;23;26;27;30;28;1;2;34;26;33;31;31;33;34;32;28;26;24;29;31;33;25
3;29;34;23;26;32;28;33;33;34;24;34;28;25;17;24;34;32;26;32;29;;30;29;24;27;27;32;32;6;25;34;26;33;31;32;33;34;32;28;24;29;30;31;33;25
4;29;34;28;28;32;29;33;34;34;30;34;28;26;26;26;34;34;26;33;30;28;;29;28;31;27;32;32;17;27;34;26;33;31;32;33;34;33;28;27;30;30;34;34;27
5;33;34;33;32;33;29;33;34;34;32;34;28;27;28;27;34;34;29;33;31;28;31;;28;31;30;32;32;22;27;34;25;33;31;32;33;34;33;28;27;30;30;34;34;32
6;33;34;33;33;33;29;33;34;34;34;34;31;26;29;29;34;34;29;33;33;28;31;31;;31;29;33;33;26;28;34;29;33;31;33;33;34;33;28;28;30;31;34;34;33
7;33;34;34;33;33;30;33;34;34;34;34;31;31;29;29;34;34;32;33;33;28;31;31;33;;29;34;33;28;29;34;29;34;31;33;33;34;33;28;28;30;31;34;34;33
8;33;34;34;33;33;30;33;34;34;34;34;31;31;33;30;34;34;32;33;33;28;31;31;33;34;;34;33;28;31;34;29;34;31;34;33;34;33;28;28;30;32;34;34;33
9;34;34;34;33;33;30;33;34;34;34;34;31;32;33;30;34;34;32;33;33;28;32;31;33;34;31;;33;30;31;34;29;34;31;34;33;34;33;28;28;30;32;34;34;33
10;34;34;34;33;33;34;33;34;34;34;34;31;32;34;30;34;34;32;33;33;30;32;31;34;34;31;34;;30;31;34;29;34;31;34;33;34;34;28;28;30;32;34;34;33
