Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2976;4150;3162;3162;3230;3672;0;3162;4704;2402;3230;0;0;0;3162;0;3162;3162;;0;0;3162;0;3162;3162;3346;0;;6404;0;4684;3504;3346;3750;6404;3346;2802;0;3162;3162;3750;0;3162;3990;3230
2;2976;3848;3162;3162;3162;3504;0;3162;4150;2402;3162;0;0;0;3162;4704;3162;3162;3162;;0;3162;0;3162;3162;3230;0;;4684;2802;4684;3504;3230;3624;0;3230;2802;0;3162;3162;3624;0;3162;3990;3162
3;2976;3672;2976;3162;3162;3412;4684;3162;3848;2402;3162;3346;3848;6404;2994;4150;2994;2994;3162;3504;;3162;4704;3162;3162;3162;5504;6404;4266;2802;4684;3412;3230;3624;6404;3230;2802;6404;3162;3162;3538;4266;3162;3750;3162
4;3046;3716;2890;3046;3242;3450;4114;3242;3896;2402;3242;3436;3716;4750;3066;3896;3066;3066;3242;3450;4750;;4204;3066;3242;3242;5586;6506;3862;2802;4750;3450;3314;3730;6506;3242;2802;4750;3242;3242;3640;4404;3242;3730;3242
5;3046;3544;2890;2890;3066;3450;4114;3242;3716;2402;3242;3436;3716;4750;3066;3716;3066;3066;3242;3450;4404;3066;;3066;3066;3242;5586;6506;3730;2802;4750;3450;3242;3730;6506;3242;2802;4750;3242;3242;3640;4114;3242;3730;3242
6;3046;3450;2890;2890;3066;3450;3862;3066;3544;2402;3066;3242;3716;4404;3066;3544;2900;2900;3066;3450;4114;3066;3716;;3066;3242;4770;6506;3640;2802;4750;3450;3242;3640;4750;3242;2802;4750;3242;3242;3640;4114;3242;3730;3066
7;2890;3450;2890;2890;3066;3450;3862;3066;3544;2402;3066;3242;3544;4404;3066;3544;2900;2900;3066;3450;3862;3066;3716;3066;;3242;4204;6506;3640;2802;4750;3450;3242;3640;6506;3242;2802;4750;3242;3242;3640;4114;3066;3640;3066
8;2890;3450;2890;2890;3066;3450;3730;2890;3544;2402;3066;3242;3450;4114;3066;3450;2900;2900;3066;3450;3862;3066;3716;3066;3066;;4204;6506;3512;2802;4750;3450;3242;3640;6506;3242;2802;4404;3242;3066;3640;4114;3066;3640;3066
9;2890;3450;2890;2728;2900;3306;3640;2890;3450;2402;3066;3066;3450;3862;2900;3450;2900;2900;2900;3306;3730;3066;3544;2900;3066;3066;;6506;3512;2802;4750;3306;3242;3640;6506;3242;2802;4404;3242;3066;3640;3862;3066;3640;3066
10;2944;3488;2944;2774;2952;3342;3746;2944;3488;2402;3126;3126;3488;3840;2952;3488;2952;2952;2952;3342;3840;3126;3584;2952;3126;3126;3760;;3612;2802;4816;3342;3310;3746;6608;3310;2802;4462;3310;3126;3746;3980;3126;3746;3126
