Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;1;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;13;;0;0;10;5;25;15;4;20;30;0;;;;;;;
2;1;4;0;0;2;0;0;3;1;;;;;;;;;;;;;;;;;;14;0;;;10;7;28;18;4;20;30;1;;;;;;;
3;1;4;2;0;3;1;0;6;9;;;;;;;;;;;;;;;;;;13;;0;0;9;7;27;16;4;18;26;3;;;;;;;
4;1;6;2;0;3;0;0;6;8;;;;;;;;;;;;;;;;;;13;1;0;0;11;7;27;16;4;19;26;3;;;;;;;
5;2;6;3;2;4;0;3;9;9;;;;;;;;;;;;;;;;;;13;2;0;0;5;21;27;16;4;19;26;3;;;;;;;
6;2;7;3;6;4;0;3;11;10;;;;;;;;;;;;;;;;;;14;6;1;11;10;26;26;16;4;19;26;3;;;;;;;
7;2;7;5;6;4;8;9;12;10;;;;;;;;;;;;;;;;;;18;;15;11;10;28;26;16;4;20;26;5;;;;;;;
8;2;7;5;9;4;6;10;12;13;;;;;;;;;;;;;;;;;;18;0;21;17;10;28;26;20;5;20;26;7;;;;;;;
9;2;7;5;9;4;6;10;12;13;;;;;;;;;;;;;;;;;;;0;24;23;10;28;27;22;6;25;27;9;;;;;;;
10;2;7;5;9;4;12;10;12;13;;;;;;;;;;;;;;;;;;20;;24;23;10;27;27;26;6;30;27;9;;;;;;;
