Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;8149;5801;7193;6309;6309;7005;7545;7545;5801;7193;6173;6173;7429;10857;10857;6221;8149;6309;;10057;10857;9257;6221;8149;6309;6541;7429;10857;12657;5534;9298;12738;8138;8138;9338;9298;5534;8462;7910;7086;7510;10938;8462;6254;8462
2;7193;5801;6857;6173;6173;6309;7193;7193;5801;6857;6173;6173;6309;9257;9257;5937;7545;6309;6173;;10857;9257;6221;8149;6173;6173;7005;10857;0;0;9298;12738;8138;8138;10938;12738;5534;7910;7910;6622;6622;10938;7910;6254;7910
3;6857;5801;6673;6173;6173;6173;6857;6857;5505;6857;6173;6173;6173;7545;8149;5801;6857;6173;6173;6309;;9257;5937;7193;6173;6173;6541;10857;0;0;12657;12738;8138;8138;9338;12738;5534;7910;7430;6390;6622;9338;7430;6254;7430
4;6937;5941;6749;6333;6333;6333;6749;6749;5629;6749;6333;6333;6333;7281;7641;5941;6749;6333;6333;6477;7641;;6085;6937;6333;6333;6477;11021;0;5453;9349;9349;7738;7738;9470;9430;5534;7654;7390;6558;6558;9470;7390;6414;7390
5;6749;5629;6749;6333;6333;6333;6749;6749;5629;6461;5981;6333;6333;6937;7281;5629;6749;6333;6333;6333;7641;7641;;6937;6333;6333;6477;11021;12861;5453;9349;8657;7657;7738;9470;12942;5534;7654;7390;6414;6558;8338;7390;6414;7210
6;6749;5629;6749;5981;5981;6333;6749;6749;5629;6461;5981;5981;6333;6937;6937;5629;6749;5981;5981;6333;7281;7281;5941;;6333;6333;6333;11021;12861;5453;8657;8077;7209;7209;9470;12942;5534;7390;7210;6414;6558;8338;7390;6414;7210
7;6749;5629;6461;5981;5981;5981;6749;6749;5629;6461;5981;5981;6333;6937;6937;5629;6461;5981;5981;6333;7281;7281;5941;6749;;6333;6333;11021;12861;5453;8077;8077;7209;7209;9389;9430;5534;7390;7210;6414;6414;8338;7390;6414;7210
8;6749;5629;6461;5981;5981;5981;6749;6749;5305;6461;5981;5649;6333;6749;6749;5629;6461;5981;5981;6333;6937;6937;5941;6749;5981;;6333;11021;12861;5453;7573;7573;6721;7209;9389;12861;5534;7210;7210;6414;6414;7722;7390;6414;7210
9;6749;5629;6461;5981;5981;5981;6749;6749;5305;6461;5981;5649;6333;6749;6749;5629;6461;5981;5981;6333;6937;6937;5629;6749;5981;5981;;11021;12861;5453;7309;7573;6477;6721;9389;12861;5453;7210;7210;6414;6414;7722;7210;6414;7210
10;6825;5737;6533;5753;6101;6101;6825;6533;5397;6217;6101;5753;6469;6825;6825;5737;6533;6101;6101;6101;6825;6825;5737;6825;6101;6101;6469;;13065;5453;7341;7341;6469;6617;9521;9481;5453;7341;7422;6550;6550;7818;7422;6182;7422
