Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;16068;16068;0;0;0;0;0;16068;16983;;;;;;;;;;;;;;;;;;21528;;0;0;21609;21609;21609;21609;21609;21609;10503;0;;;;;;;
2;14814;16068;0;0;14814;0;0;13986;16983;;;;;;;;;;;;;;;;;;21528;0;;;21609;21609;21609;20175;21609;21609;10503;21609;;;;;;;
3;13986;14814;16068;0;14814;14869;0;13986;13986;;;;;;;;;;;;;;;;;;21528;;0;0;21528;21609;21609;20175;21609;21609;10503;21609;;;;;;;
4;14358;15228;15228;0;15228;0;0;13602;14358;;;;;;;;;;;;;;;;;;20094;21528;0;0;21528;21528;20175;20175;21609;21609;10503;21609;;;;;;;
5;13602;14358;14358;14358;14358;0;16266;13206;13602;;;;;;;;;;;;;;;;;;20094;21528;0;0;22989;21528;20094;20175;21609;21609;10503;21609;;;;;;;
6;13602;13602;14358;13602;13602;0;16266;13206;13206;;;;;;;;;;;;;;;;;;20094;21528;21528;10422;21528;21528;20094;20094;21609;21609;10503;21609;;;;;;;
7;13602;13602;13602;13602;13206;13206;16266;12936;13206;;;;;;;;;;;;;;;;;;20094;;21528;10422;21528;20094;20094;20094;21528;21609;10503;21609;;;;;;;
8;13206;13206;13602;13206;13206;13206;15228;12936;12936;;;;;;;;;;;;;;;;;;20094;0;21528;10422;21528;20094;20094;20094;21528;21528;10503;21609;;;;;;;
9;13206;13206;13206;12936;13206;13206;15228;12936;12936;;;;;;;;;;;;;;;;;;;0;21528;10422;21528;20094;20094;20094;21528;20094;10422;21609;;;;;;;
10;13536;13536;13536;13254;13536;13254;15402;13254;13254;;;;;;;;;;;;;;;;;;19104;;21528;10422;21528;20094;20094;20094;21528;20094;10422;21528;;;;;;;
