Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;3747;2340;3246;2540;2609;2937;3269;3445;2340;3587;2540;2609;3141;4200;0;2493;3863;2783;;0;5101;0;2508;3863;2783;2755;4120;0;0;0;0;4281;3387;3701;0;4681;2298;3269;3863;2842;2943;0;3587;2658;3863
2;3445;2340;3120;2540;2340;2641;3101;3269;2340;3246;2540;2340;2682;3445;3747;2340;3587;2540;2392;;0;4701;2392;3486;2540;2392;3141;0;0;0;4586;4180;3387;3387;4608;0;2298;3269;3587;2726;2726;3646;3347;2658;3587
3;3269;2340;3034;2472;2340;2472;2908;3000;2340;3246;2472;2340;2472;3269;3445;2340;3120;2540;2340;2540;;4301;2340;3246;2540;2392;2937;0;0;0;0;4281;3175;3175;4507;0;2298;3269;3587;2726;2726;3445;3221;2658;3246
4;3313;2404;3136;2542;2404;2542;2946;2946;2276;3136;2542;2404;2542;3040;3212;2404;3136;2542;2404;2542;3141;;2404;3136;2542;2458;2764;0;0;0;4246;4001;3033;3033;4367;4658;2298;3141;3459;2738;2738;3493;3327;2562;3136
5;3141;2404;3008;2542;2404;2542;2946;2946;2276;3136;2386;2404;2542;2946;3141;2404;3136;2542;2404;2542;3141;3493;;3136;2542;2404;2865;0;0;0;3711;3459;3033;3033;4367;0;2298;3141;3459;2738;2738;3313;3136;2562;3136
6;3047;2276;3008;2386;2276;2542;2946;2946;2276;3008;2386;2404;2542;2946;3040;2276;3136;2542;2404;2542;3141;3493;2404;;2542;2404;2715;0;0;0;3459;3358;2911;2810;4367;0;2298;3141;3327;2738;2738;3313;3136;2562;3136
7;2946;2276;3008;2386;2276;2542;2946;2946;2276;3008;2386;2276;2542;2946;2946;2276;3008;2386;2276;2542;3047;3313;2404;3008;;2404;2614;0;0;2399;3327;3226;2738;2810;4266;0;2298;2946;3327;2738;2738;3212;3136;2562;3136
8;2946;2276;3008;2386;2276;2386;2802;2946;2276;3008;2224;2276;2542;2946;2946;2276;3008;2386;2276;2542;2946;3141;2404;3008;2386;;2614;0;0;2399;3136;3136;2738;2738;4367;0;2298;3047;3226;2738;2738;3040;3136;2562;3136
9;2946;2276;3008;2386;2276;2386;2802;2946;2100;3008;2224;2276;2386;2946;2946;2276;3008;2386;2276;2542;2946;3141;2404;3008;2386;2404;;5578;0;2399;3136;3136;2738;2738;3700;0;2298;3047;3226;2738;2738;3040;3136;2562;3136
10;2984;2322;2976;2440;2322;2440;2838;2984;2138;2976;2270;2322;2440;2984;2984;2322;3108;2440;2322;2440;2984;3181;2322;3108;2440;2456;2602;;0;2399;3242;3242;2806;2806;3855;4413;2298;2984;3242;2806;2806;2984;3242;2622;3242
