Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;8149;5537;7349;5937;5873;6529;7193;7545;5537;7829;5937;5873;6937;9257;9257;5641;8381;6221;;9097;10857;9257;5873;8381;6221;6165;9097;10857;12657;5534;9298;9298;7510;8138;10938;9298;5534;7274;8462;6622;6622;10938;7910;6254;8462
2;7545;5537;7097;5937;5537;5937;6857;7193;5537;7349;5937;5537;6221;7545;8149;5537;7829;5937;5641;;10857;9257;5641;7829;5937;5641;6937;10857;0;0;9298;9298;7510;7510;9338;9298;5534;7274;7910;6390;6390;8230;7430;6254;7910
3;7193;5537;6925;5801;5537;5801;6673;6857;5537;7349;5801;5537;5801;7193;7545;5537;7097;5937;5537;5937;;9257;5537;7349;5937;5641;6529;10857;0;5453;9217;9298;7086;7086;9338;9298;5534;7274;7910;6390;6390;7626;7178;6254;7430
4;7281;5665;7129;5941;5665;5941;6749;6749;5409;7129;5941;5665;5941;6937;7281;5665;7129;5941;5665;5941;6937;;5665;7129;5941;5773;6385;11021;12861;5453;9349;8657;6802;6802;9470;9430;5534;7018;7654;6414;6414;7722;7390;6062;7210
5;6937;5665;6873;5941;5665;5941;6749;6749;5409;7129;5629;5665;5941;6749;6937;5665;7129;5941;5665;5941;6937;7641;;7129;5941;5665;6385;11021;12861;5453;8077;7573;6721;6802;9470;9430;5534;7018;7654;6414;6414;7362;7210;6062;7210
6;6749;5409;6873;5629;5409;5941;6749;6749;5409;6873;5629;5665;5941;6749;6937;5409;7129;5941;5665;5941;6937;7641;5665;;5941;5665;6085;11021;12861;5453;7573;7573;6477;6477;9470;9430;5534;7018;7390;6414;6414;7362;7210;6062;7210
7;6749;5409;6873;5629;5409;5941;6749;6749;5409;6873;5629;5409;5941;6749;6749;5409;6873;5629;5409;5941;6749;7281;5665;6873;;5665;6085;11021;12861;5453;7309;7309;6333;6477;9389;9430;5534;6830;7390;6414;6414;7362;7210;6062;7210
8;6749;5409;6873;5629;5409;5629;6461;6749;5409;6873;5305;5409;5941;6749;6749;5409;6873;5629;5409;5941;6749;6937;5665;6873;5629;;6085;11021;12861;5453;7129;7129;6333;6333;9389;9349;5534;6830;7390;6414;6414;7018;7210;6062;7210
9;6749;5409;6873;5629;5409;5629;6461;6749;5057;6873;5305;5409;5629;6749;6749;5409;6873;5629;5409;5941;6749;6937;5665;6873;5629;5665;;11021;12861;5453;7129;7129;6333;6333;8257;9349;5453;6830;7390;6414;6414;7018;7210;6062;7210
10;6825;5501;6809;5737;5501;5737;6533;6825;5133;6809;5397;5501;5737;6825;6825;5501;7073;5737;5501;5737;6825;7017;5501;7073;5737;5769;6061;;13065;5453;7341;7341;6469;6469;8365;9481;5453;6825;7422;6550;6550;6906;7422;6182;7422
