Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;5;3;;;;;;3;7;;;;;;;;;;;;;;;;;;;;1;;1;;10;8;5;1;14;7;;;;;4;2;
2;7;6;;;;;;9;7;;;;;;;;;;;;;;;;;;;;;;2;;10;10;5;4;14;7;;;;;7;0;
3;9;8;;;;;;9;11;;;;;;;;;;;;;;;;;;;;;0;2;;12;13;5;4;15;8;;;;;8;1;
4;9;8;;;;;;10;11;;;;;;;;;;;;;;;;;;;1;;0;2;;12;15;9;6;15;9;;;;;9;3;
5;10;8;;;;;;12;12;;;;;;;;;;;;;;;;;;;1;;2;2;;12;15;9;10;17;9;;;;;9;5;
6;10;10;;;;;;12;12;;;;;;;;;;;;;;;;;;;1;0;2;5;;17;15;12;10;17;9;;;;;10;7;
7;10;10;;;;;;12;12;;;;;;;;;;;;;;;;;;;3;0;2;7;;;17;12;10;17;9;;;;;10;7;
8;10;10;;;;;;12;14;;;;;;;;;;;;;;;;;;;3;0;2;7;;;;17;10;17;9;;;;;14;7;
9;11;9;;;;;;14;14;;;;;;;;;;;;;;;;;;;3;0;3;5;;;;;12;17;9;;;;;14;8;
10;11;10;;;;;;14;14;;;;;;;;;;;;;;;;;;;;0;9;5;;;;;8;17;9;;;;;16;8;
