Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;4150;2976;3672;3230;3230;3578;3848;3848;2976;3672;3162;3162;3790;0;0;3186;0;3230;;0;0;0;3186;4150;3230;3346;3790;0;0;0;0;6404;4104;4104;0;0;2802;4266;3990;3578;3790;0;4266;3162;0
2;3672;2976;3504;3162;3162;3230;3672;3672;2976;3504;3162;3162;3230;0;4704;3044;0;3230;3162;;0;0;3186;4150;3162;3162;3578;0;0;0;4989;0;4104;4104;0;0;2802;3990;3990;3346;3346;0;3990;3162;0
3;3504;2976;3412;3162;3162;3162;3504;3504;2828;3504;3162;3162;3162;3848;4150;2976;3504;3162;3162;3230;;4704;3044;3672;3162;3162;3346;5504;6404;0;6404;6404;4104;4104;4704;6404;2802;3990;3750;3230;3346;4704;3750;3162;3750
4;3544;3046;3450;3242;3242;3242;3450;3450;2890;3450;3242;3242;3242;3716;3896;3046;3450;3242;3242;3314;3896;;3118;3544;3242;3242;3314;5586;6506;2802;4750;4750;3904;3904;4770;4750;2802;3862;3730;3314;3314;4770;3730;3242;3730
5;3450;2890;3450;3242;3242;3242;3450;3450;2890;3306;3066;3242;3242;3544;3716;2890;3450;3242;3242;3242;3896;3896;;3544;3242;3242;3314;5586;6506;2802;4750;4404;3904;3904;4770;6506;2802;3862;3730;3242;3314;4204;3730;3242;3640
6;3450;2890;3450;3066;3066;3242;3450;3450;2890;3306;3066;3066;3242;3544;3544;2890;3450;3066;3066;3242;3716;3716;3046;;3242;3242;3242;5586;6506;2802;4404;4114;3680;3680;4770;6506;2802;3730;3640;3242;3314;4204;3730;3242;3640
7;3450;2890;3306;3066;3066;3066;3450;3450;2890;3306;3066;3066;3242;3544;3544;2890;3306;3066;3066;3242;3716;3716;3046;3450;;3242;3242;5586;6506;2802;4114;4114;3680;3680;4770;4750;2802;3730;3640;3242;3242;4204;3730;3242;3640
8;3450;2890;3306;3066;3066;3066;3450;3450;2728;3306;3066;2900;3242;3450;3450;2890;3306;3066;3066;3242;3544;3544;3046;3450;3066;;3242;5586;6506;2802;3862;3862;3436;3680;4770;6506;2802;3640;3640;3242;3242;3896;3730;3242;3640
9;3450;2890;3306;3066;3066;3066;3450;3450;2728;3306;3066;2900;3242;3450;3450;2890;3306;3066;3066;3242;3544;3544;2890;3450;3066;3066;;5586;6506;2802;3730;3862;3314;3436;4770;6506;2802;3640;3640;3242;3242;3896;3640;3242;3640
10;3488;2944;3342;2952;3126;3126;3488;3342;2774;3184;3126;2952;3310;3488;3488;2944;3342;3126;3126;3126;3488;3488;2944;3488;3126;3126;3310;;6608;2802;3746;3746;3310;3384;4836;4816;2802;3746;3746;3310;3310;3944;3746;3126;3746
