Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;21;0;6;3;11;2;0;25;0;0;3;2;0;0;7;0;1;12;;0;0;7;0;12;5;0;;;0;0;3;6;15;13;2;1;0;0;5;15;0;0;21;3;7
2;25;3;12;9;20;4;0;30;0;5;2;0;0;0;15;0;1;13;9;;0;13;0;13;6;3;;;0;0;1;10;16;16;2;4;0;0;7;17;3;0;27;3;11
3;26;8;23;14;27;16;1;34;2;8;5;1;1;1;25;0;14;14;16;8;;14;2;21;12;5;1;;0;0;3;11;20;21;6;5;1;0;10;25;10;2;30;3;17
4;26;7;31;19;27;19;1;35;5;25;5;1;1;1;31;0;21;25;16;12;0;;2;29;15;6;1;;0;0;1;15;20;21;4;6;8;0;12;27;10;3;35;7;18
5;30;7;32;31;34;20;1;35;5;29;22;3;1;1;34;5;27;31;22;13;0;32;;29;24;7;1;;0;2;1;23;21;22;4;7;7;0;12;27;12;3;39;9;21
6;36;13;32;34;41;22;1;37;9;32;29;8;1;2;38;7;29;31;27;18;0;34;9;;24;7;1;;0;20;0;25;21;23;4;9;8;0;13;27;15;3;37;13;29
7;37;13;38;35;42;31;3;37;14;34;30;11;3;2;41;7;33;36;32;23;0;34;9;37;;8;4;;4;22;0;29;25;24;4;10;10;0;15;27;20;2;37;12;30
8;39;15;39;38;42;35;5;37;14;36;32;10;6;3;41;7;33;37;36;29;0;35;9;37;35;;4;;7;22;0;33;31;27;2;10;11;0;15;29;22;3;37;12;30
9;39;16;40;38;42;35;9;39;18;38;32;13;11;8;41;7;33;38;40;32;0;37;9;37;35;21;;;10;22;0;35;36;30;2;18;12;0;15;29;24;3;37;21;28
10;39;17;40;42;42;37;9;40;19;39;32;15;13;7;43;10;33;38;40;33;2;37;10;39;35;21;7;;13;22;0;37;37;33;2;22;13;0;15;29;24;4;37;21;31
