Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;17928;16068;;;;;;17928;14814;;;;;;;;;;;;;;;;;;;;21528;;23435;;21609;21609;21609;21609;10503;21609;;;;;21609;23070;
2;16068;14814;;;;;;14814;13986;;;;;;;;;;;;;;;;;;;;;;23435;;21609;20175;21609;21609;10503;21609;;;;;21609;0;
3;14814;13986;;;;;;13986;13266;;;;;;;;;;;;;;;;;;;;;0;23354;;20175;20175;21609;21609;10503;21609;;;;;21609;21609;
4;15228;14358;;;;;;13602;13206;;;;;;;;;;;;;;;;;;;21528;;0;23354;;19185;20175;20175;21609;10503;21609;;;;;21609;21609;
5;14358;13602;;;;;;13206;13206;;;;;;;;;;;;;;;;;;;21528;;10422;23354;;19104;19185;20175;21609;10503;21609;;;;;21609;21609;
6;13602;13206;;;;;;13206;12936;;;;;;;;;;;;;;;;;;;21528;0;10422;21528;;15828;19104;19185;21609;10503;21609;;;;;21609;21609;
7;13602;13206;;;;;;13206;12936;;;;;;;;;;;;;;;;;;;21528;0;10422;21528;;;15828;19104;21609;10503;21609;;;;;20175;21609;
8;13206;13206;;;;;;13206;12936;;;;;;;;;;;;;;;;;;;21528;0;10422;21528;;;;15828;21528;10503;21609;;;;;20175;20175;
9;13206;13206;;;;;;12936;12936;;;;;;;;;;;;;;;;;;;21528;0;10422;23354;;;;;21528;10422;21609;;;;;20175;20175;
10;13254;13254;;;;;;13254;13254;;;;;;;;;;;;;;;;;;;;0;10422;23354;;;;;21528;10422;21528;;;;;20175;20175;
