Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;1;25;0;44;1;0;;0;32;1;50;13;0;0;0;0;0;9;;;0;0;0;1;34;0;0;;;0;0;3;0;8;1;0;1;2;0;2;1;0;0;2;0
2;0;29;1;60;18;27;;1;35;0;66;66;0;0;;0;0;18;19;;;0;0;0;43;12;10;;0;;;;0;14;2;0;0;2;1;0;;;1;8;0
3;3;59;25;81;29;58;0;0;66;0;80;73;16;0;0;0;0;30;26;7;;0;3;0;52;12;29;;;;0;0;1;13;2;0;0;2;0;0;4;4;2;36;0
4;5;78;44;106;53;64;17;1;113;50;85;87;25;1;0;7;0;61;28;9;1;;0;0;73;17;29;0;;;0;0;0;15;1;0;0;1;2;0;1;0;11;71;1
5;16;88;75;133;68;69;19;15;149;75;140;96;32;0;0;18;6;87;57;13;0;0;;0;101;24;33;0;;0;0;4;1;17;1;0;0;2;0;8;0;0;13;89;0
6;22;128;80;153;102;81;22;22;166;125;162;138;35;1;1;45;16;125;89;28;0;0;1;;101;37;35;0;0;0;0;2;0;13;7;4;1;4;0;24;0;1;16;99;0
7;28;145;123;155;112;112;33;26;180;160;190;155;60;0;1;68;39;152;113;47;;0;9;54;;40;45;1;0;0;4;0;1;17;9;0;0;6;0;29;4;0;20;101;2
8;37;148;135;194;125;127;59;38;188;165;218;179;84;8;2;88;45;165;133;61;0;2;14;56;160;;45;0;0;0;8;4;10;27;4;0;8;5;0;32;13;0;25;108;3
9;66;161;138;203;181;127;62;57;204;180;229;191;118;22;9;88;45;172;150;96;0;1;29;58;170;91;;0;0;0;11;10;19;30;3;0;9;4;1;51;17;1;27;116;3
10;77;173;146;213;189;162;59;69;227;199;234;195;136;40;14;128;45;181;161;100;14;2;35;69;168;93;83;;0;0;17;19;29;34;4;1;25;9;0;54;18;8;34;117;5
