Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;30;34;40;38;33;31;21;37;31;12;6;2;0;;30;22;23;7;;6;;37;16;18;10;8;0;;36;33;33;34;42;38;29;40;29;34;34;38;31;26;43;32;38
2;33;33;40;38;37;36;26;38;31;20;3;12;9;1;32;26;23;8;16;;;41;22;19;11;21;18;;40;34;33;36;43;39;27;41;30;36;34;40;37;25;43;35;38
3;34;33;43;38;38;39;34;38;32;21;3;11;15;7;32;28;29;11;16;22;;41;22;29;13;21;32;;41;38;33;37;43;39;29;41;33;39;34;40;38;28;43;35;42
4;34;33;44;38;40;40;34;38;29;31;4;12;15;25;33;32;32;23;17;22;14;;22;30;18;21;32;0;41;38;35;37;44;39;27;42;34;40;38;40;38;31;43;38;42
5;38;33;44;42;42;42;34;40;35;37;15;12;15;25;36;31;40;29;22;24;14;43;;30;22;27;32;0;44;39;35;41;44;40;27;42;34;40;38;41;38;33;43;38;44
6;38;36;44;43;42;42;34;40;36;38;17;17;15;26;36;34;42;30;25;30;15;43;25;;23;33;34;0;44;40;34;39;43;40;27;42;34;40;37;41;38;34;43;38;44
7;40;40;44;43;43;43;38;40;36;41;26;18;14;26;36;35;41;36;32;31;16;43;26;39;;33;35;0;44;40;34;39;43;39;26;42;34;40;39;41;37;35;43;38;44
8;41;40;44;44;43;43;40;40;37;41;28;24;24;30;36;35;41;38;38;36;16;43;26;39;38;;35;0;44;40;34;40;44;40;27;42;34;41;39;41;37;38;43;38;44
9;41;41;44;44;44;43;40;41;37;42;30;27;25;34;37;35;41;39;40;39;19;43;28;40;38;36;;2;44;41;33;40;44;43;31;44;34;41;41;41;37;40;43;41;44
10;41;41;44;44;44;44;40;42;39;42;31;27;26;36;37;37;41;39;40;39;19;43;26;41;38;38;38;;44;42;35;40;44;43;31;44;34;41;41;41;38;40;43;41;44
