Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;13266;17928;13266;13266;0;0;0;13266;17928;9222;13266;0;0;17928;20094;21528;20094;20094;;0;22989;20094;22989;20094;20094;21528;;;22989;10503;21609;21609;20175;20175;21609;21609;10503;21609;21609;20175;20175;0;20175;21609;20175
2;12888;17928;13266;13266;12888;0;0;12888;17928;9222;13266;0;0;0;13986;21528;20094;19104;0;;21528;20094;0;20094;20094;20094;;;21528;10422;21609;20175;20175;20175;21609;20175;10503;21609;20175;20175;20175;0;19185;20175;20175
3;12888;16068;12888;12888;12888;13266;0;12630;17928;9222;13266;0;14814;0;13266;17928;20094;19104;0;20094;;20094;21528;20094;20094;20094;21528;;21528;10422;21528;20175;20175;20175;21609;20175;10503;21609;20175;19185;20175;21609;19185;20175;19185
4;12936;16266;12936;12936;13206;13206;0;12936;16266;9222;13602;0;15228;18162;13206;18162;13206;19104;0;20094;21528;;21528;19104;19104;20094;21528;;21528;10422;21528;20094;20175;20175;21609;20175;10503;21609;20175;19185;20175;21609;19185;20175;19185
5;12936;16266;12936;12936;12936;13206;0;12936;16266;9222;12936;0;14358;18162;12936;16266;12936;12936;19104;20094;22989;19104;;19104;19104;19104;21528;;21528;10422;21528;20094;20094;20175;21609;20175;10503;21609;20175;19185;20175;21609;19185;20175;19185
6;12936;14358;12936;12936;12936;13206;0;12936;15228;9222;12936;13206;14358;18162;12936;16266;12936;12936;12936;20094;22989;19104;21528;;19104;19104;21528;;21528;10422;21528;20094;20094;20094;21609;20175;10503;21609;20175;19185;19185;21609;19185;20175;19185
7;12936;14358;12936;12936;12936;12936;12924;12936;14358;9222;12936;13206;13602;18162;12936;15228;12936;12936;12936;13206;22989;19104;20094;19104;;19104;20094;;21528;10422;21528;19104;19104;20094;21528;20175;10503;21609;19185;19185;19185;21609;19185;20175;19185
8;12936;13602;12936;12552;12936;12936;12924;12552;14358;9222;12936;12936;13206;12924;12936;15228;12936;12936;12936;13206;15228;15828;20094;19104;19104;;20094;;20094;10422;21528;19104;19104;19104;21528;20094;10503;21609;19185;19185;19185;21609;15909;20175;19185
9;12936;13602;12552;12552;12552;12936;12924;12552;13602;9222;12936;12936;13206;12924;12936;15228;12552;12936;12552;12936;12924;12936;20094;19104;15828;19104;;;20094;10422;21528;19104;19104;19104;21528;19104;10422;21609;19185;19185;19185;21609;15909;19185;15909
10;13254;13956;12852;12852;12852;13254;12924;12852;13956;9222;13254;13254;13254;12924;13254;14748;13254;12852;12852;13254;12924;13254;14748;19104;15828;19104;20094;;20094;10422;21528;19104;19104;19104;21528;19104;10422;21528;19185;19185;19185;21609;15909;19185;15909
