Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;31;22;21;23;16;8;6;37;18;0;21;4;4;;13;;4;14;;0;;9;1;9;5;1;9;0;3;;26;24;25;20;21;22;24;13;2;3;4;1;26;20;4
2;36;26;24;23;28;10;20;35;18;0;23;9;7;0;15;0;9;14;6;;;13;3;9;9;8;18;;3;;26;25;24;22;23;24;32;15;3;5;12;4;29;21;6
3;36;31;29;27;28;17;25;34;23;0;24;9;13;1;18;6;16;16;7;25;;13;12;11;9;10;23;;11;2;26;30;26;22;24;28;35;18;3;7;13;9;31;22;11
4;36;31;31;29;32;18;25;36;24;27;24;9;14;4;20;12;24;29;7;25;15;;12;19;19;14;23;;23;10;30;33;28;20;25;34;34;18;4;7;13;12;35;25;18
5;38;31;32;31;33;20;36;36;30;28;31;11;14;10;25;19;31;31;10;26;13;21;;19;19;20;23;;30;27;29;33;28;20;25;34;34;17;6;8;13;14;37;25;23
6;41;31;32;31;36;24;35;37;35;34;31;21;15;11;25;21;32;37;11;27;16;26;26;;19;26;29;;31;36;29;37;29;20;27;32;36;17;6;10;12;16;37;26;27
7;44;31;38;33;36;28;37;37;37;38;33;23;18;11;27;23;35;40;20;29;17;26;26;26;;26;30;;34;40;29;36;28;23;28;37;36;17;6;12;15;16;37;26;34
8;44;31;39;37;36;32;39;39;37;38;34;33;22;14;30;25;38;41;25;31;20;28;26;28;22;;31;0;36;41;32;39;34;23;32;40;36;18;6;12;18;17;38;28;34
9;44;36;39;37;39;32;41;39;41;38;34;34;27;16;30;27;38;41;25;30;20;30;28;28;22;30;;0;40;41;34;39;35;23;32;40;36;18;6;10;22;17;38;30;34
10;44;39;41;37;41;33;41;39;41;38;36;34;28;18;30;28;38;41;26;31;26;33;29;31;24;31;31;;40;42;34;39;36;28;32;40;36;18;7;11;22;18;38;30;34
