Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;4520;4120;0;4200;5048;0;;0;3401;5101;4301;4600;0;0;0;0;0;5000;;;0;0;0;5501;5101;0;0;;;0;0;5900;0;6001;6401;0;2415;6377;0;5048;6478;0;0;5048;0
2;0;4221;5488;4301;4701;5000;;4221;3401;0;4200;3600;0;0;;0;0;5101;4701;;;0;0;0;4301;4701;5101;;0;;;;0;5900;6001;0;0;6478;5101;0;;;5048;4701;0
3;4221;3401;4301;4301;4701;4200;0;0;3040;0;3646;3701;5101;0;0;0;0;4301;4701;5101;;0;4520;0;4301;4701;5000;;;;0;0;4701;6001;6478;0;0;5900;0;0;6377;6001;5101;3701;0
4;4349;3241;4367;3801;3807;4266;5183;4660;2926;4367;3700;3400;4367;5578;0;4349;0;4367;3807;5183;5183;;0;0;4367;4849;5082;0;;;0;0;0;6103;6590;0;0;6590;5583;0;6489;0;4849;3501;5578
5;4349;3140;3801;3392;3807;4266;5183;3392;2764;3700;3392;3400;4367;0;0;3493;5183;3801;3706;5082;0;0;;0;3700;3807;5082;0;;0;0;6002;4849;6103;6103;0;0;6002;0;4849;0;0;4849;3501;0
6;4349;2926;3801;3392;3400;3700;4367;3392;2764;3392;3212;3176;4367;5578;4349;3493;5183;3493;3400;4266;0;0;4660;;3700;3807;5183;0;0;0;0;6103;0;6103;6103;4849;2515;6103;0;4849;0;6489;4849;3501;0
7;3493;2926;3493;3392;3176;3700;4367;3493;2614;3212;3040;2932;4266;0;4749;3241;4367;3313;3176;4266;;0;3493;4266;;3807;4367;6503;0;0;6489;0;4849;6103;6103;0;0;6103;0;4849;6002;0;3807;3501;5082
8;3493;2926;3392;3212;3176;3392;3700;3392;2614;3212;2946;2932;3700;5183;4749;3241;4266;3313;3176;4266;0;4349;3493;4266;3212;;4367;0;0;0;6103;6103;4849;6103;6489;0;2399;6002;0;4849;6002;0;3706;3176;5183
9;3140;2764;3392;3040;2932;3392;3700;3140;2614;3212;2946;2932;3392;5183;4248;3241;4266;3313;2932;3700;0;4660;3493;4266;3212;3501;;0;0;0;6002;6103;4748;6103;6103;0;2399;6002;5477;3807;6002;6590;3807;3176;5082
10;3222;2832;3256;3080;3006;3256;3754;3222;2602;3080;2984;2880;3440;4433;4376;3101;4332;3357;3006;3754;5164;4877;3585;4433;3256;3595;3754;;0;0;6104;6205;4896;4413;6205;5397;2399;4312;0;3913;6104;6104;3913;3260;4332
