Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;9;22;8;17;12;5;9;12;31;0;9;7;0;1;0;0;1;12;;0;0;0;0;1;19;4;1;0;0;0;0;0;6;4;0;0;38;22;13;5;16;0;2;26;2
2;23;27;13;19;22;21;12;17;31;2;11;11;13;17;0;0;2;16;17;;0;0;0;1;20;19;18;0;0;0;0;1;11;12;0;0;39;26;15;5;22;3;9;33;7
3;36;35;24;21;30;33;28;24;32;3;17;13;26;33;0;0;15;22;26;25;;0;0;16;25;22;30;1;0;0;2;6;17;24;1;1;40;29;22;10;25;14;27;37;15
4;36;36;27;26;31;34;35;26;34;25;18;14;27;37;0;0;22;26;26;25;12;;0;23;27;24;31;1;1;0;2;14;22;24;1;1;40;30;23;10;27;17;32;39;21
5;42;36;32;33;41;34;38;28;37;35;31;14;27;37;0;0;27;26;34;29;17;0;;23;33;29;32;1;1;0;20;22;25;28;1;1;40;34;23;21;27;18;33;39;30
6;44;40;32;36;41;34;39;28;39;38;36;21;27;37;0;0;32;31;38;32;21;0;0;;33;29;39;1;1;0;22;25;34;30;3;1;40;40;24;25;29;20;33;41;35
7;45;40;35;36;41;34;41;29;39;43;37;28;34;39;0;0;40;32;39;35;23;0;0;33;;29;40;1;1;4;35;29;37;32;4;1;40;41;26;26;32;23;33;41;36
8;45;40;35;37;41;34;41;29;42;43;38;31;38;41;0;0;40;34;43;36;26;0;0;34;44;;40;1;1;21;39;32;37;32;5;1;41;42;30;27;33;24;35;41;38
9;45;41;35;39;43;36;43;29;42;43;38;34;39;41;0;0;42;36;43;37;36;0;0;36;45;33;;1;1;27;36;32;39;30;7;1;42;42;30;27;36;28;35;41;38
10;45;41;35;39;43;41;43;29;43;43;38;36;39;43;0;0;42;36;43;38;36;0;0;42;45;33;42;;1;29;37;32;40;32;6;1;42;43;30;27;36;31;35;41;38
