Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;9;14;0;4;12;8;8;12;11;0;8;8;2;2;6;16;0;9;;5;5;14;11;2;12;12;7;11;1;2;15;11;13;16;12;15;14;14;8;7;10;6;15;14;7
2;9;14;0;3;12;9;11;14;11;0;8;15;5;6;16;16;0;9;14;;5;15;11;1;13;12;8;14;6;12;15;12;14;17;12;16;15;14;8;11;12;9;15;15;7
3;13;14;0;3;13;12;14;13;13;0;8;15;13;8;17;16;1;10;14;11;;15;12;0;15;14;11;14;11;17;15;12;14;17;12;15;16;15;8;10;12;9;15;15;10
4;15;14;5;6;13;13;15;15;13;7;7;16;13;8;17;17;2;12;14;11;10;;12;0;16;16;11;15;14;17;17;12;14;17;11;15;16;15;8;13;12;12;16;15;12
5;17;14;6;11;13;13;15;16;13;9;12;16;16;10;17;17;3;14;16;11;10;16;;0;16;17;11;15;14;17;17;12;14;17;11;16;16;15;8;13;13;13;16;15;12
6;17;14;6;15;13;16;15;16;15;11;12;17;16;10;17;17;3;14;16;13;10;17;17;;16;17;11;16;14;17;17;12;14;17;11;16;16;15;8;13;14;13;16;15;12
7;17;14;8;15;15;16;16;16;16;12;13;17;17;10;17;17;5;14;16;13;12;17;17;7;;17;12;16;14;17;17;12;14;17;11;16;16;15;8;14;14;14;16;15;12
8;17;14;10;16;15;16;17;16;16;12;14;17;17;13;17;17;6;15;16;15;12;17;17;7;16;;12;16;14;17;17;14;14;17;13;16;16;15;6;14;14;15;16;15;12
9;17;14;10;16;17;16;17;16;17;12;16;17;17;15;16;17;6;15;16;15;13;17;17;7;16;17;;16;14;17;17;14;14;17;13;16;16;16;7;15;15;15;16;15;12
10;17;14;12;16;17;16;17;16;17;12;16;17;17;15;16;17;6;15;16;15;13;17;17;7;17;17;16;;14;17;17;14;14;17;13;16;17;16;8;15;15;15;16;15;12
