Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;4624;0;;;;;;3804;3544;;;;;;;;;;;;;;;;;;;;;0;0;;4104;4104;6404;0;2802;0;;;;;0;0;
2;3804;3544;;;;;;3544;3340;;;;;;;;;;;;;;;;;;;;0;;0;;3790;3790;4684;0;2802;0;;;;;5104;0;
3;3544;3340;;;;;;3340;3186;;;;;;;;;;;;;;;;;;;;6404;;0;;3346;3346;4266;0;2802;0;;;;;4104;5104;
4;3644;3430;;;;;;3268;3118;;;;;;;;;;;;;;;;;;;6506;6506;;6506;;3314;3314;4114;5252;2802;6506;;;;;4210;4210;
5;3268;3430;;;;;;3118;3046;;;;;;;;;;;;;;;;;;;6506;6506;;0;;3242;3242;3862;0;2802;0;;;;;3904;4210;
6;3268;3118;;;;;;3046;3046;;;;;;;;;;;;;;;;;;;6506;6506;0;6506;;2900;3242;3640;0;2802;6993;;;;;3904;3904;
7;3118;3118;;;;;;3046;3046;;;;;;;;;;;;;;;;;;;6506;6506;0;6506;;;2900;3640;0;2802;6506;;;;;3904;3904;
8;3118;3046;;;;;;3046;3046;;;;;;;;;;;;;;;;;;;6506;6506;0;0;;;;3386;0;2802;6506;;;;;3680;3904;
9;3046;3046;;;;;;3046;3046;;;;;;;;;;;;;;;;;;;6506;6506;0;6506;;;;;5252;2802;4750;;;;;3680;3904;
10;3106;3106;;;;;;3106;3106;;;;;;;;;;;;;;;;;;;;6608;0;4816;;;;;5776;2802;4816;;;;;3764;3764;
