date,002А-Купе,005А-СВ,006А-СВ,703Н-СВ,703Н-Сидячий,705Н-Сидячий,707Н-Сидячий,709Н-Сидячий,751А-B1,751А-C2,752А-C2,753А-C2,754А-B2,754А-C2,756А-B2,756А-C2,760А-B2,760А-C1,760А-C2,767А-B2,767А-C1,767А-C2,768А-C2,769А-B2,769А-C1,769А-C2,770А-C2,772А-B2,772А-C2,773А-B2,773А-C1,773А-C2,775А-B2,775А-C1,775А-C2,776А-B1,776А-B2,776А-C1,776А-C2,777А-B2,777А-C1,777А-C2,778А-B2,778А-C2,779А-B1,779А-B2,779А-C1,779А-C2,780А-B2,780А-C2
2021-04-12,1.1039157999882045,0.21212685025724212,1.450983541496489,,,,,,,-1.3464901805403637,1.4635177082452022,,1.3449164526710269,1.5909093106131007,1.8090766578860182,1.6851122072932614,,1.7036276541220512,2.5756581406459946,,,,,,,,-0.3159929180778914,,,,,,0.9971203369035374,,0.7543853979080538,1.045639271373827,1.1017169878003692,0.9244785757805002,1.2550591591934548,0.6261132906060534,0.3495837329122856,0.384694525455563,-0.26988741223185797,0.37712259051135727,0.3636624555310234,1.099778523247172,0.4890717855310955,0.7787134777792619,1.0291195287691544,1.0840683782517768
2021-04-13,1.2333119028619046,0.811963289351049,1.1537806372960429,1.2820964216844457,1.4368078218005753,,0.644736178322785,0.7087162833370515,-0.6493628096045431,-0.8685448840396276,1.6128304304333096,-1.3968572473934497,1.135952944459259,1.5203685378836618,,2.088103992690114,3.13297618139387,1.7586798034876112,2.8789912745483504,1.9509756929862878,0.8725042959782048,1.2487086316223495,1.1596625795512732,1.1065361436797105,0.5566833443451228,1.3108026037337726,1.2708276969747343,,1.1118139476276232,,1.1910655619374364,1.637228271432083,0.9870673637669849,1.0004419412705319,1.1172614196299884,-0.0040406628208262815,-0.007497622564291507,0.31597815174594396,0.9520829312952582,0.3932142836145831,0.8212933363272485,1.0829855174505878,-1.3239137758422996,-0.4361913403182158,0.3586878098552949,1.254636216805699,0.7051960060860241,1.0229616639317693,0.246797101246166,0.646559052009174
2021-04-14,0.8750546106977478,1.1592561832277628,0.44502422273211195,0.43450167007866886,0.5339477490451442,1.0939033106960485,0.5897945649540572,0.44350321762349687,,-0.822580802506964,1.3301284064398062,-0.44228479363138096,1.6310423257549642,1.7586166846987863,,1.9325968391649806,,0.30664142376347153,2.4192338778576197,1.6529082665735086,0.4128473381040291,1.4838446589725902,0.39077923534591985,1.4579269615704968,0.9127594359133694,1.2787421481485386,0.7394387051042443,-0.053279813955626455,0.6904740275993775,0.9741556686869278,0.5635390323282813,1.397460206288729,0.8989353680923575,0.8084134910067551,1.197932182997277,,-0.7475179351753443,-1.7949020534809836,0.29549583602069096,0.7933118294962437,0.8040615485794238,1.0527742992361309,,-1.4795185713790548,,1.0289703063847895,0.8542871040926336,1.001383126785612,-0.8511603099640354,0.2937922673038894
2021-04-15,0.5007404118449906,0.7966910338062776,0.2657109182250614,1.1829524521315364,0.7185151941129737,0.5912341020643794,0.2974537615796258,0.6658494218266946,,0.5344533476659012,0.8957245705487314,0.6416825890795198,1.1828490765912274,0.682754292341155,1.0348375271582944,0.9793309826213273,,0.6762365041807391,,1.0282702366069174,0.6290410636003365,1.3066451832591361,-0.09310634749888437,1.4729910626422456,0.9811715198776263,1.0735196688430082,0.09319298435090019,,0.13032678592806865,1.9445054712619234,0.7547211983842419,1.1781224378064465,0.783172744043483,0.4189172510540248,0.7937524138187381,-1.6410954317429047,-1.1060079539898122,-1.2493288730641852,-0.11765435036275747,0.7977404547278206,0.17066381941533798,0.970025144377792,,-1.538012362639339,0.29660736583985714,0.7318921774114341,0.7917594599044113,1.0806549524002114,,-0.31517579142917174
2021-04-16,0.37663383439942505,1.0371508648786578,,0.2716767666738145,-0.3503082727260599,-0.1788328533273963,-0.3495604878358453,-0.11087971159055496,,1.0484396384439545,0.3344348370813544,0.6050854909598354,,0.49970535329867494,0.48968400276375706,0.4478391332578982,,,,0.6233077886250867,0.5581647408430149,0.2470586412628659,-0.9486839671159484,-0.026571268151893878,,0.2455917385606476,-1.2748654682039071,,-1.1258373197602123,,0.2201291597434487,0.33183883139378945,-0.05566157392889853,0.03825084214074001,0.3573485173235108,-2.2462884199851407,-1.3518544030428346,-1.8321087459845686,-1.3843905555462261,-0.13622055098898617,0.3611228912165305,0.2514899501804858,,-2.1686056347321445,0.16032277566050349,0.8885848238532814,0.35924170783576076,0.5073028747031395,,-1.6389859619834874
2021-04-17,0.8762883451759531,1.094323311238177,1.1013406390792932,0.656797039151822,-0.2313835950599993,0.6975389165803526,0.1901271355692575,0.32577668406445454,0.7030345180000988,-0.20217567261193384,-0.4651715496603463,-1.5073830415125051,0.15502775699405788,0.13228101756713326,0.6369461431658736,0.06736189359123028,,-0.2884912656703169,,0.10232964411111088,0.7127717361093538,0.08747559504290779,-0.5271328119589531,-0.025573188089167673,0.1376273465809882,0.40050180298267835,-0.16437942550307816,1.542199831266795,0.7907348836847083,,0.9309454830604209,0.8143434922851711,0.7057191670718508,0.5804810709891027,0.8193094598476183,0.8249241516000372,1.4486735005891147,1.204556321359402,1.0777765926467235,,0.9813402084271686,0.7266325750463747,0.6868678564151753,0.14678945504734917,-0.257978798670613,0.6360153319123978,0.4844778501008116,0.6510133515054002,0.5745801937432399,0.6525337439776899
2021-04-18,0.3090597909309605,-0.9791845505101775,0.23223810183933313,-1.8270777637807374,-1.769266722585895,,,-2.2853900708966015,0.4834413015721011,0.6193624199477804,1.267656220341868,-0.383417579976109,1.5830462508542542,1.4969714230001046,0.7407934447412442,1.5422370846859406,,0.6942768368111146,1.5546347952266153,,,,-1.1991183002955919,,,,-1.204208021516803,,-0.9866195876913539,,,,-1.2106331330723552,-1.8062198825105218,,0.16917379459958642,0.03228893041750698,1.0055571019044034,-0.6859667676818703,-1.1618683648743524,-1.4337655060015473,,,-1.2604591744018572,-1.0163085611945757,,-1.8057274712420954,,-0.23486649466873952,-1.1101120214502653
2021-04-19,1.4978511910395678,0.195153969886022,0.9809295214910746,0.5786566389020983,0.14652233259099007,0.8869674225045409,0.294962228249996,0.6041326221317138,-1.2041171679832035,-1.2801356924975977,0.9678102968693025,-0.6236286070554076,0.6549597816105236,1.060730400154854,,0.9898210809658085,,0.06881335837420822,,0.9615209082905768,0.20275784562467025,0.026454277355557238,-0.47296950816866196,0.13428527714371621,-0.4449734436523596,0.17053440371480874,-0.11601032137798617,0.5183754045237279,1.0008737182143674,0.47921383036768944,0.4028847758033042,0.8976063075302719,0.5835395571053033,0.7617214786102866,0.8599700667325686,0.9735226396688164,1.3076704042757428,1.0124724977762776,1.137146420157644,0.6791730205786944,0.35525488792594623,0.7603296671068442,0.7664408145797191,0.6643477477611514,0.8406756849963826,1.1444635235822602,0.7268361825079211,0.7531491494120155,0.9868704217346457,1.2726023803023023
2021-04-20,1.1398114625279598,1.3284539900646988,1.0961239232644415,1.1328840157719409,0.9358613345104245,1.1457568937420595,0.52901685359662,0.505568054417188,-1.3758462158301583,0.665668489397804,1.1846389530017634,0.9548796920688386,1.212332361104059,1.2963334916037084,1.2589445305254074,1.4099654568100692,3.073137525426563,0.8708769108887193,1.9498943587662503,1.4197682312613584,0.553500033978466,0.931843444908494,0.7953003757644899,0.9117873949839934,0.3151947334438496,1.2389550453918587,0.8783712628207458,1.046455741254381,1.1119806063232152,0.8033520945730983,0.7000520473235854,1.343999187371452,1.0729392557640864,0.411748009689172,1.0782097198273426,0.43506293037023325,1.1678741692970225,1.1322350408040125,1.26003868923641,0.7237714216637395,0.7604516417339637,1.0073764690997808,-0.5342930526078465,0.22599981684361387,0.7122531771068012,1.1599879360544278,0.3887072179126082,0.8631504164222626,1.4947481441911166,0.6766794390779628
2021-04-21,1.3714393625554302,1.192921584352965,1.0958710084472023,0.07540633321903902,-0.5351745325201006,0.8649688030406787,0.4507142747025277,0.6518889777732203,0.20483564187092168,0.6170966114685903,1.1807968655790788,1.176843137771741,1.0589141212876585,1.463599232268987,1.1338690956606592,1.6824874543157138,,1.3476281499051617,2.02928488452771,0.5503270062588023,-0.40669118538551857,1.1357286274629013,0.44487653648522046,0.6556095191824783,0.6340270651654026,1.0662538113711426,0.8619689520481105,1.1461226898548709,1.0772230724725425,1.6541907125553053,0.8028419837932927,1.2944896609686054,0.8427920413528722,0.6029548143972753,1.0085221183156303,0.31697026661799016,0.863212505444517,0.7320600927571713,1.0026390015919533,0.42827852810067946,0.7308074425478297,1.030118040544368,-0.26345481786197694,-0.451640952742805,0.14174399721921507,0.8023285289302965,0.7782036071582525,0.9167005327488487,,0.18850915281831981
