train,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
001А-Купе,0.8010122034287195,0.9105346553016882,0.960876077977953,0.977388454858449,0.9833867143407918,0.9879269310899076,0.9905168304792719,0.9929637247527214,0.9945782840171484,0.9955522327847025,0.9964287342381418,0.9971150714669537,0.9976136128719905,0.9980447600066407,0.9984592579818368,0.9987429574722627,0.9989635273844674,0.9991513169490749,0.9993234048232551,0.9994686628250236,0.999580306999,0.9996770648262261,0.9997491403558463,0.9998159449394755,0.9998691928003,0.9999159011275898,0.9999569163315865,0.9999762349007189,0.9999939985686447,1.0
002А-Купе,0.8148719003975395,0.9040922740304946,0.9633775518278103,0.9813300127653489,0.9871917141395655,0.9907127186712361,0.9926036145185096,0.9939882769835173,0.9952937717988135,0.9961184031511489,0.9968426513951915,0.9974292324032569,0.9979397607103992,0.998320226353677,0.9986457140400573,0.9988421191709626,0.9990350032372817,0.9992081470705477,0.9993627263895438,0.9994969161732437,0.9996085300182798,0.9996924542271414,0.9997628106776036,0.9998304649298279,0.9998838053898471,0.9999315080356131,0.9999648240992355,0.9999811281801871,0.9999925612980701,1.0
005А-СВ,0.8426720009898484,0.9279978756672783,0.9624401270324997,0.9765537117907749,0.9836549900947167,0.9874395095523266,0.99021741825642,0.9922502856501145,0.9938021900002671,0.995111577516486,0.99612812245669,0.9967170011704671,0.9972767858300057,0.9977453369774221,0.9981049574064663,0.998386880864468,0.9986662325475075,0.9989157630959722,0.9991242983529416,0.9992824963441775,0.9994343775270474,0.9995561064279291,0.9996558219303,0.9997443539095717,0.9998138267362133,0.9998676741814533,0.9999179145104704,0.9999623337045088,0.9999824610073951,0.9999999999999999
006А-СВ,0.8490351450720828,0.9440257875193669,0.9695428258387414,0.9810695126858923,0.9863790331347603,0.9899205073727817,0.9920711131841143,0.9935784691826602,0.994890918749406,0.995618462418683,0.9962591355726473,0.9968537423410536,0.9973041414594709,0.9976987436804368,0.9980654686621733,0.9983582922410594,0.9986330558847623,0.9988541788017079,0.9990598708620106,0.9992325600884862,0.9993597500683311,0.9994757656069383,0.9995872609795236,0.9996923796955854,0.9997712037443873,0.9998438760815959,0.9998913820939238,0.9999346000357705,0.9999737729811818,1.0000000000000007
701Н-СВ,0.695975222619448,0.836076133760992,0.8926072812751085,0.9282772187614264,0.9525762229357547,0.9654150160932562,0.9746576769249784,0.9801948815229886,0.9855497712581971,0.9887851238408389,0.9918183001369723,0.9936671771998467,0.9951927001042654,0.9962776779309678,0.9970359404946512,0.9976679787890724,0.9981890324725397,0.9985687284479562,0.9988703521719083,0.9991091701043346,0.9993293902319479,0.9994889508806468,0.9995999202436804,0.9997010872366305,0.9997904366217518,0.9998678634160917,0.9999274850905178,0.9999685351032659,0.9999964013589462,0.9999999999999997
701Н-Сидячий,0.7174088446233534,0.8915010478584389,0.9428988476344178,0.966205332354454,0.9773403958855501,0.9848465357089411,0.9886803398555251,0.9914088620384836,0.9929692087725158,0.9944420538877955,0.9956942777332054,0.9967139339351438,0.9974110635034916,0.9979328365760581,0.9982861520123063,0.9986046700784944,0.9988518800251368,0.999075523896789,0.9992569644998636,0.9994230577329912,0.9995468414912498,0.9996392332009713,0.9997273267556689,0.9997955636081663,0.9998576449512233,0.9999041168168044,0.999939357583869,0.9999644712566805,0.9999877928801512,1.0000000000000002
703Н-СВ,0.7956245250327417,0.9040287659163329,0.9359725271643691,0.956032865439228,0.9686661266751897,0.9776178460415728,0.9824329781278692,0.9856137072795617,0.9880632819209624,0.9903131099563572,0.9920792270351793,0.9934083601859143,0.9945838506631957,0.9955974336419975,0.9964255916005278,0.9972093343589278,0.9978005751138603,0.9982721509377717,0.9986680899268334,0.9989607652336655,0.9991807942986906,0.999380128382544,0.9995306065885686,0.9996577490674389,0.9997691457937208,0.9998642974726863,0.9999253597202831,0.9999605061149851,0.9999861022953589,0.9999999999999996
703Н-Сидячий,0.8546538173732892,0.9377479035742415,0.9671840681420654,0.9797178612212772,0.9877333653599409,0.9909142836688839,0.9934468891830049,0.9950572314949806,0.9960565551950294,0.9969703227534946,0.9974989293279621,0.9979584420617188,0.9983823125365859,0.9986748673587605,0.9989589793417291,0.9991601279231691,0.9993134941683552,0.9994471381072444,0.99954895535892,0.9996400503745216,0.9997220256438467,0.9997946107612127,0.999851198228684,0.9998931186934594,0.999920233670242,0.9999452582469199,0.9999645271851066,0.9999799367461648,0.9999920582112435,0.9999999999999999
705Н-СВ,0.797405527676898,0.907142968091481,0.934037362278555,0.9551144574281544,0.9683540602029158,0.9772394360347685,0.9828427922047658,0.9864094357455686,0.9889841608276383,0.9911379907915198,0.9929470008414063,0.9945909514162268,0.9956248580062186,0.996559339882151,0.9972791009872789,0.9977875475764008,0.9982775380549355,0.9986364602770901,0.9989076773881251,0.9991317991496469,0.9993136614529234,0.9994729813479427,0.9996104420353789,0.9997183020625156,0.9998093933377256,0.9998869660014835,0.9999340788617864,0.9999729998478525,0.9999925084563663,0.9999999999999997
705Н-Сидячий,0.9231212281323259,0.9809170659815849,0.9897463231474715,0.9936033727337913,0.9957088873422765,0.9966287852554143,0.9975376470861455,0.9980518742934061,0.9984672763176835,0.9987418394933004,0.9989678050906782,0.9991512069041921,0.9993169515009189,0.999442172771471,0.9995477328737801,0.9996225785748102,0.9996834863633661,0.9997380278649992,0.9997851377947283,0.9998189548669125,0.9998497580177157,0.9998778411340475,0.9999036636645108,0.9999246113302099,0.9999435672175352,0.9999609645124181,0.9999739188031163,0.9999850389396842,0.999993503596153,1.0000000000000002
