num,class,explained,r2,train
778А,C1,0.7720117859061089,0.26727140444652997,778А-C1
778А,C2,0.8499426536657972,0.4655578313066284,778А-C2
779А,B1,0.793427271488205,0.19361315178646432,779А-B1
779А,B2,0.8903277606986659,0.45072463779415783,779А-B2
779А,C1,0.8863550869520282,0.4545543477869115,779А-C1
779А,C2,0.8984154579235176,0.4705321215083017,779А-C2
780А,B1,0.7527694090603397,0.1572660330290001,780А-B1
780А,B2,0.8212506767013701,0.32992883095570225,780А-B2
780А,C1,0.8022416512005868,0.3039441899566675,780А-C1
780А,C2,0.8909015263642165,0.4429799460523609,780А-C2
