date,002А-Купе,005А-СВ,006А-СВ,701Н-Сидячий,703Н-Сидячий,704Н-Сидячий,705Н-Сидячий,706Н-Сидячий,707Н-Сидячий,708Н-Сидячий,709Н-СВ,709Н-Сидячий,710Н-СВ,710Н-Сидячий,751А-C2,752А-B1,752А-C2,753А-B2,754А-B2,754А-C1,754А-C2,755А-C2,756А-B2,756А-C1,756А-C2,759А-B2,759А-C2,760А-B2,760А-C1,760А-C2,765А-B1,765А-B2,765А-C1,765А-C2,766А-B2,766А-C1,766А-C2,767А-B1,767А-B2,767А-C1,767А-C2,768А-C2,769А-B2,769А-C1,769А-C2,770А-C2,772А-B2,772А-C1,772А-C2,773А-B2,773А-C1,773А-C2,775А-B1,775А-B2,775А-C1,775А-C2,776А-B1,776А-B2,776А-C2,777А-B2,777А-C1,777А-C2,778А-B2,778А-C1,778А-C2,779А-B1,779А-B2,779А-C1,779А-C2,780А-B2,780А-C2
2021-04-12,0.9951850065110562,0.3818173725728434,1.7474975082607176,,,0.2947286063235272,,0.6155525597633851,,0.3836665639186312,,,0.9117389529363569,0.9466286302969789,-0.7661978799219898,,0.9882563886408797,-1.3789663203227325,1.0530418954286955,0.45481775591759926,1.3648241646914436,0.1252489556244498,1.3266566698656275,0.9513240453607291,1.3165790062686207,,,,1.7119491183969984,1.9052617768963112,,,,,,,,,,,,,,,,-0.22675003482206157,1.1956419485265442,0.7252158410285645,0.7190685067579125,,,,0.34925914894216564,1.061074262281966,0.48923995178611873,0.7616404545318278,0.971301722754226,1.0680450277875946,1.1557645526855649,0.8014113891163552,0.5262586464566913,0.31233181654343245,-0.14484944465762567,-0.055934193683699986,0.4695539439912023,0.47952635175510167,1.3330102590464479,0.5257937070837226,0.7371521933958448,0.7978179537182188,0.9331598034083122
2021-04-13,0.9907808635228842,1.0832781994886,1.409606374482738,0.34406846759737686,0.9835114759175144,1.0503964852358596,,0.7323653864732087,0.6948589514764866,0.7140548573534077,0.051972165622299664,0.6793416466100594,,0.7717050602760631,-0.4575138165542516,-0.17991052579219322,1.1080460170861164,,0.9010942764125826,0.5066435611841217,1.2999184769107062,0.40073085893392607,0.9987689109380605,0.8457019589172906,1.884702436140754,0.8198517339211631,1.3639502982683636,2.373879391180537,2.114265617354057,2.551769901808681,,,,,,,,-0.797878104077992,1.6310057927967816,0.9579642244071379,1.228846406555769,1.0990192196918382,1.5486816084847959,0.5822744200629628,1.3860495475872692,1.1321206124129688,0.5951198682704082,0.2615863385473469,1.1492785045788256,,1.3064578979245303,1.6833125793681056,0.649520695904314,1.2578563826521845,1.064949242953035,1.4320911589033036,0.1340845001020317,0.05071842659647666,0.9029975216731787,0.4960006999578285,0.933273079451198,1.2863162328007696,-1.0513255206991003,-1.2126462783131773,-0.3346075448910211,0.47519705847372096,1.5820343977270648,0.8012139928861414,1.0213871436936615,0.20162718508529368,0.6774802345205362
2021-04-14,0.7408196745781427,1.4293113019103179,0.49460279670590634,0.1837306541238719,0.4689128365217969,0.5126713819855462,1.1420687667157872,0.6002864433921915,0.559373743620355,0.4374257265471965,0.14137994715817948,0.4538305894951897,-1.0655509635414913,0.15700818075330447,-0.3555749783496911,,0.9112640148180488,-1.029593777924046,1.2274931082213851,0.38107366840586165,1.541214160719156,0.4964775274720686,1.0046212379279207,0.26731530140229287,1.6862520206399476,1.096542505052944,1.019483165341141,,0.4372474488676952,1.6752144411933236,,,,,,,,1.2608450759134773,1.415030901713703,0.5988195597688907,1.5142457119705712,0.4838385084841448,1.831688112436028,1.0772604907947887,1.3041049808334875,0.7445018998217038,-0.19156777889991972,-0.5372428000097556,0.7003517823835351,0.7020952006774376,0.6081853865757998,1.5277571748245142,0.2767475123057691,1.140829574801334,0.9152657526235621,1.497324477511291,,-0.6086885969789694,0.26423142493436996,1.0477821190077765,0.8922377931748622,1.414846721987171,,-1.4207368033428454,-1.244823185602459,-0.010019108515693154,1.302142894612604,0.9232550870221826,0.9973923388653352,-0.69023555201357,0.387492729106694
2021-04-15,0.4484572019422228,1.0124595783681745,0.3785290237203576,0.00549943252639586,0.4712439663899535,-0.05995122071637191,0.6203811089666703,0.10115382069780471,0.3663081326534893,-0.20778301927448312,0.2649881115874188,0.6462893750137241,0.08895559612867932,-0.47338009706171846,0.5485145178004467,,0.6523429288671082,-0.4211157603316047,1.0037334525801318,0.270828449169814,0.6007461542417155,0.5862662119927633,0.7387900554603518,-0.3862908502811154,0.8412961898713364,0.7558744950445614,0.7724604842559278,,0.47456891885833,,,,,,,,,1.0019052145783076,0.856918658373592,0.7118704289209563,1.379497938573855,0.027312371148124327,1.8070085280286003,1.1493028678433017,1.197072204741941,0.19937215338338385,,-0.6597701363013049,0.1478849133087843,2.054282471780299,1.0250624331525733,1.123159134073,0.40990290367094384,0.9696451735214355,0.5793888317676529,0.9376223690676498,-1.2700709015020677,-0.8845192870921428,-0.08150635123229745,1.015658481569786,0.3339829220044006,1.2831871167406488,,-1.391452408398631,-1.2711662312882144,0.3720729623057109,0.9149293579218986,0.8874513030641399,1.1339976225077621,,-0.24119301209173108
2021-04-16,0.33110951929070176,1.2744277259833994,,0.13836589225058593,-0.14141230749088085,-0.7794622650675403,-0.12740003700151695,-0.7997877055165514,-0.3337745554606363,-1.087786346579465,-0.08887427884283823,-0.05580034179330591,-1.7095429900127255,,0.8475474470382208,-0.5542792476978268,0.2567672113150718,-0.21231604766800521,0.2520723113193994,0.14861792655960812,0.3967652267399608,0.20522784840756478,0.22999109263909018,0.40469170252405634,0.3167343918676414,0.7431702242609164,0.05183665843480635,,,,,,,,,,,-1.2055367443055982,0.6619317358902663,0.6540256613457717,0.18096701810782811,-0.6295272800318061,0.06977678108098778,0.47640728617379824,0.3055895179082573,-0.9585802004150124,,-0.8001695564594196,-1.1548813008013818,,0.33484031431982914,0.36529762999680887,-0.05635930518497581,-0.053739337699303474,0.24869144658365316,0.3817437430520419,-1.4842926439696793,-1.0948902799592626,-1.2437998029132382,-0.09447667309682749,0.5351453038562153,0.21966688800350478,,,-1.8699627089677813,0.2549083846372178,1.0694108892181484,0.46522951269823143,0.45503568166473735,,-1.5420175056669536
2021-04-17,0.7419084639110721,1.3163975112991382,1.3320273127786868,-0.8038036660654464,-0.07101602226731467,-0.7330563628885944,0.7353364936326491,0.3293132713008355,0.23461601915753258,0.414083769461504,0.22482845389775916,0.3546050393695227,1.2167780595628435,-0.1169697689330121,0.04177137446084108,,-0.28059131075398824,0.6555474620302721,0.22596173562885263,0.2822857920088096,0.08948648924965298,-0.38429254240008925,0.44634054034891624,0.7896035998274648,0.00879309662318948,1.0645985377930787,-0.5293580311179328,,-0.17990346625153072,,,,,,,,,-0.24938175642132926,0.11847491562979821,0.8006172667361153,0.11057825593645829,-0.28577240975562057,0.10461068244785929,0.2740829225583535,0.5258844717904073,-0.03741751207855492,1.6103145596250288,1.0276559552555442,0.8028129441560095,,1.2022059268226468,0.8233034101046569,0.6020585357188019,0.9317501846848526,0.6721784070476038,1.008253238857585,0.7879304293404791,1.365180380176493,1.0036668459205,,1.041300899247245,0.9179844014245334,0.7379603850943107,-0.002341521875632289,0.24004481782827947,-0.1106014772741674,0.7460713009918755,0.5831878435230368,0.6562569464061705,0.5323429613209791,0.6766959274881632
2021-04-18,0.2681827503143731,-0.9328978677574538,0.38723317557535003,-0.04401685477177684,-1.0292183670566881,-0.019312212846948635,,-1.0804180315911216,,-0.8666871487026265,-0.5756608765116095,-1.8528972814218725,0.3332338028266935,-0.4446443274038429,0.5004931899480619,0.8681099195699441,0.8875062960557224,1.1243561334018957,1.2121442051253684,0.426777382784713,1.3016227232984918,-0.15402546399981443,0.5643509362284364,0.5250210614833616,1.3381257764258687,,-0.4419376604245096,,0.7676362271160966,1.323754011986329,,,,,,,,,,,,-0.8637880879490117,,,,-0.9040300408985514,,0.3650916297784428,-1.0026668173602655,,,,-1.009866113691049,-1.4798609647647427,-1.374968482139412,,0.31962369252774925,0.12888897750774148,-0.6036218572234359,-1.386901291337796,-0.9151841164584126,,,-0.10324577349003675,-0.9994692575921245,-0.4641919153050416,,-1.5674086614999545,,-0.07835211557140126,-0.9974115086990197
2021-04-19,1.2648019212077033,0.30228941305858326,1.209808881719495,-0.08399438819211641,0.16983935723760904,0.013423520256627157,0.9396161305318869,-0.5029883520837912,0.3133089715959197,0.23903659566660407,0.3627155689976768,0.5940499426366344,0.8874052942043096,0.8882464127867286,-0.7013058214450695,-1.9971931065431852,0.7043659893548282,-0.4204321559055618,0.6167027337277182,0.34332156014366283,0.9185602063362117,0.13922182291849097,0.4930621447817913,0.868362010563443,0.8516942974666745,-0.3852576029654617,-0.0294592500433758,,0.22775161137943906,,,,,,,,,-0.6942349788676337,0.9804603977100939,0.3384374255554134,0.06458476162699461,-0.21640190582679572,0.30007136175295707,-0.33739625173680987,0.2745754814994701,0.042438305664306,0.54151590984267,0.8420790582799683,1.0289268521959987,0.46800485839180783,0.5298780757765923,0.9259272385252275,0.21545843536586204,0.749923719195945,0.8779733215278785,1.0552849316825281,0.8939128101264919,1.2431375211485702,1.0569208816230766,0.9260033762261175,0.5116301579954087,0.9815377103848324,0.8326774951424527,0.16877403711519845,0.6998661800177055,0.8711521323996279,1.3798606471514456,0.8063601032467055,0.7796422470282202,0.8382070633921258,1.298529083158233
2021-04-20,0.9721239585675522,1.5880112458738578,1.325852335323723,0.2646684054975646,0.6509519299916973,0.7000690951113889,1.2106151938781724,0.8748314815289262,0.551518866911185,0.7834157683017512,-0.1932007279642902,0.5165495846591046,0.6402201635675264,0.6481237491614322,0.6122366701393286,0.11500379870095719,0.8453156047401555,0.4908349191388833,0.9752078793164438,0.370125415043767,1.1237329682855925,0.5713712806571403,0.9559700840509718,0.5588050349259399,1.239067461437637,1.1530047665275487,0.8208168159735981,2.0232378312426826,1.0207421094328448,1.7176623366082062,,,,,,,,1.1500001901524204,1.4056361980694445,0.7075545827493006,1.0095399008012387,0.8266428323257049,1.136020254941356,0.4588043738769768,1.3792661047158798,0.8711899633995218,1.0451340459577096,0.5026299757203447,1.1332912421056136,0.8439032551608117,0.880075614401523,1.4144603798511555,0.1856970476136676,1.395162922209807,0.5638973131648906,1.353316965211543,0.5111109771487484,1.119671369450523,1.1694355328568522,0.994309919462527,0.859014209429181,1.3080976147146202,-0.346316533269248,-0.5464380907035048,0.312709723362684,0.737855088283396,1.404847131277877,0.4847468810661528,0.9029123490719505,1.2945343336231796,0.728161128003252
2021-04-21,1.1594762960421794,1.457550546397493,1.3163507059912722,0.3542711517045002,-0.2468329985483192,0.41980601236789006,0.9016707360198102,0.7122092168028471,0.4910614948987148,0.8489002404182571,0.15634578770173754,0.63863510403172,0.4186816240044938,0.6209392850586605,0.5497891598820978,0.5616015729641984,0.8101793334034726,,0.8315588068489003,0.4756170509748731,1.247687558265617,0.6284886588817589,0.865511291354986,0.6342174126373807,1.4608543401814866,0.1814336261710103,0.9045737137843742,,1.5222057914241012,1.7696331401021983,,,,,,,,0.47531400674796387,0.5640497708766172,-0.26275822869156823,1.2197449818690678,0.5356062883948478,0.9015953405295256,0.7864048399313928,1.1995212058947302,0.8527379256844442,1.1846778604206272,0.36314435730056677,1.090863584883897,1.7159614460031372,0.9897344727712079,1.3611874169284388,0.8020060737498799,1.092648115378109,0.7536907433979869,1.2498113607062566,0.4566050879144709,0.8291631066067052,0.9075504808937551,0.635543631492726,0.8602382723509107,1.3331172168330478,-0.07599109966749594,-0.4330738792235699,-0.29778507801062687,0.22874590887628565,0.9953273631912443,0.8432168963706678,0.9563232949749169,,0.25303985335313484
