train,0,1,2,3,4,5,6,7,8,9
753А-B2,0.7969335534664536,0.9082106621604715,0.9357850295226855,0.9590881128621531,0.9722034982993,0.9802507978955602,0.9855353048013338,0.989527707974172,0.9927173647079832,0.9949365394784498
753А-C1,0.7846597835684159,0.886236388861815,0.9262190415598889,0.9514996939802658,0.971572161568165,0.9813039905717268,0.9867841564824654,0.9911949205678222,0.9944799542922608,0.9971518797256137
753А-C2,0.7564784224911297,0.8792425320251854,0.9286902634339848,0.9602412669726244,0.9734469897920226,0.981206448503561,0.9883492631254807,0.9927774471265762,0.9951006762371573,0.9971539930978368
754А-B1,0.5282644491439595,0.8474841157462871,0.9132412219612485,0.9453792300875,0.9630319525808675,0.9786161771603296,0.9856706927248633,0.9917007683313509,0.9940789036058567,0.9963106343142851
754А-B2,0.8107706407300245,0.9091571033769689,0.9478203892180366,0.9649355307586873,0.9740005955919893,0.9815575690063324,0.9866830213072261,0.9906734520858519,0.9937667411894769,0.9952016414471706
754А-C1,0.7826688234600787,0.9176618609100468,0.9518694765138634,0.9665656171614102,0.9798404175364274,0.987587262193637,0.9922038932596084,0.9948575909933065,0.9965709941529963,0.9978438185507872
754А-C2,0.8981032694227072,0.9695769632315681,0.9852978584761262,0.992496788555631,0.9949937269870973,0.9962475095616781,0.9973322854045026,0.9981398046946933,0.9987242332461084,0.999142621338104
755А-B1,0.6919730981584125,0.7952729866852262,0.8771173893155043,0.934806352498078,0.9582676976552325,0.9733354998554143,0.9833935030261729,0.9901436737345558,0.9937239362518304,0.9965680611181185
755А-B2,0.6807755335533465,0.8486974459442633,0.9242091228714121,0.9533580224371664,0.9710690236145841,0.9810314640755345,0.9860199492691114,0.9899953659113264,0.993154537186937,0.9956312813084087
755А-C1,0.8582919666356035,0.9380399632992892,0.9575945445320413,0.9749779110230483,0.9858298431582784,0.9907140190853853,0.9938424508087628,0.9965453923653436,0.9981861868568526,0.9991653927020031
755А-C2,0.782022975401093,0.9455747941243806,0.970237274090897,0.9857387134634845,0.9907349935712823,0.9934170312214916,0.9956013952188474,0.9972343804777813,0.9980334518985704,0.9987593760133204
756А-B1,0.8037398467667941,0.8970901457874675,0.9371961120731975,0.9550150952843977,0.9683549565756188,0.9797564017461856,0.9868224092315602,0.9908417218823464,0.9933488151947754,0.9957814533073263
756А-B2,0.8018585777992059,0.8911013741706841,0.9346380285175565,0.9555999589728491,0.9653372875954329,0.9735151919286391,0.9804755755028626,0.9857898502435799,0.9891673244743525,0.9921075655758143
756А-C1,0.7835320211500739,0.8936071019835642,0.9331233983592528,0.9536707834204552,0.9695699940072078,0.9795654444341729,0.9847445517994003,0.9890668760740873,0.9914950919219266,0.9937811347843459
756А-C2,0.9061960146831016,0.969436965677071,0.9833644845839637,0.989151554388753,0.992204055404295,0.9942668529523027,0.9961300004187981,0.99718415673191,0.998103064343617,0.9987038733292218
759А-B1,0.7703642459020491,0.8773322598552491,0.9244434165950333,0.9493638484448782,0.964305632609981,0.9733353089261448,0.9812964339298659,0.9869995824628958,0.9906006615708355,0.9933607592773896
759А-B2,0.8138168557360496,0.9195571784765603,0.9462984104384345,0.9645657743328454,0.9733184046116119,0.9803520159184994,0.9850307978234699,0.9885635636413364,0.9909093829694093,0.9928012126949077
759А-C1,0.7153081912126112,0.8945562395084115,0.9420714638494982,0.9620451931100285,0.9751677811398053,0.9813970482620347,0.9864156002608445,0.9899582224540863,0.9924613653638708,0.9943969021977331
759А-C2,0.8218886507760802,0.9568137976554686,0.9764260211891207,0.9856875029920503,0.9909913285134109,0.9932279909410541,0.9947857354084432,0.9958745328037438,0.9969393985750775,0.9976828622536591
760А-B1,0.6985785606932734,0.8717671051986985,0.9207502475249906,0.9447315346554457,0.9601039220125768,0.9711553004541068,0.9785628564243382,0.9834827825724379,0.9873409250481499,0.9902768772015644
760А-B2,0.8564577688296617,0.9401638500423541,0.9630425810512945,0.9764429457023703,0.9818981605168616,0.9864956182299126,0.9894853416793455,0.9918431811404063,0.9939146325795819,0.9955693203413857
760А-C1,0.8327636508886622,0.9173353122087358,0.9549601366202302,0.9724954209874113,0.9804020921325333,0.985152740501375,0.9885640055569941,0.9911612740287163,0.9937038678007286,0.9952350235555424
760А-C2,0.9428505688620381,0.9815131116023683,0.9903680240029077,0.9935029827371142,0.9952576437203268,0.9963172547064765,0.9971496943095459,0.9977676036144115,0.9982625257852895,0.9987200359219052
765А-B1,0.8131161891232671,0.9096525652179267,0.9481349714918593,0.9664756214236248,0.9759170255772738,0.9850821829191792,0.9907919347565319,0.9938094597709894,0.9961276905421421,0.9980555177440017
765А-B2,0.8930801542093081,0.9662108680060254,0.9776748075765825,0.9854947557002306,0.9893565393387905,0.9923750720624688,0.9947868434631367,0.9964779790682342,0.9976122718472786,0.9984252499264111
765А-C1,0.9108483474205131,0.9725584552270344,0.982806736788721,0.9877669838444588,0.9908911631990809,0.9933106039564108,0.995511735717765,0.9970255491604996,0.9981609615566122,0.9990077174876717
765А-C2,0.9334090466525241,0.9818649746679933,0.9908562924298948,0.9947825631390289,0.9968816646253056,0.9978978221652779,0.9985472952386015,0.9990491817777399,0.9993859311551341,0.9996428424194884
766А-B1,0.7733812495381372,0.8943898183272767,0.9362974789997714,0.9641024091377591,0.9753351739435538,0.9821220507592355,0.987586257440151,0.9922747845873033,0.9950090368411791,0.9973508848927782
766А-B2,0.8391883079872161,0.9294259934255819,0.9526100070799537,0.9676975131882023,0.9760061137470026,0.9828116712249961,0.9871639768468258,0.9910819080681762,0.9938571233280514,0.9961467381690804
766А-C1,0.8754179969059814,0.9462085605660497,0.975833708587692,0.9831196139272619,0.9876003764195355,0.9918065519437506,0.9950175524177957,0.9966036230099713,0.9981030535777324,0.9990939001105757
766А-C2,0.8944794296421352,0.9649641809663854,0.9806293534620719,0.987125000245514,0.9910934781234639,0.9944434303344221,0.9965727657934167,0.9978650578080411,0.9986964950505424,0.9992174802191593
767А-B1,0.8081484705659213,0.9248736028316159,0.956619882001661,0.9713993635531233,0.9795722817405065,0.9842944262642811,0.9880845745964374,0.9910197602762221,0.9931789834157846,0.995118247710604
767А-B2,0.8783343999422625,0.9473782500276124,0.9693175025992214,0.9790002938898829,0.9841295691092916,0.988207933029602,0.9907260885880301,0.9930805218883481,0.9948511808533738,0.9961035463952217
767А-C1,0.8409190231172462,0.936235017714571,0.961502385353851,0.9732825877023427,0.9815752878922777,0.9869357207942835,0.9905448819589655,0.9927707796159155,0.99445125643205,0.9957773325949961
767А-C2,0.9123674824998675,0.9784941927035088,0.989535201779015,0.9927986493966814,0.9948138081251172,0.9961582281590651,0.9973275195224833,0.9981572231613522,0.998566192157984,0.9988855458978916
768А-B1,0.707767390305483,0.8606680428313189,0.9092909894238806,0.938001692974502,0.9558057409239942,0.965588790022237,0.9739357004906595,0.9811647345931701,0.9852047387608701,0.9885187659543161
768А-B2,0.7692819388792604,0.8935263520883157,0.9460043404251286,0.9624425196257745,0.9707704263794489,0.9775007812016894,0.9828100338251629,0.9864988729818568,0.9895788512815409,0.9921088523188303
768А-C1,0.7339268737666783,0.8748878984870445,0.9233430142453547,0.9543569205810932,0.9667480435976225,0.9771071223793082,0.9836992054520386,0.9874887772942876,0.9912165920558642,0.9934682290321386
768А-C2,0.8988739169588846,0.9613973184045835,0.9796435285473158,0.9876137597049989,0.991171046762421,0.9932822454171729,0.9949734984449993,0.9964324604530708,0.9975099841525106,0.9980595047369673
769А-B1,0.7615213004503774,0.8949183610708662,0.9403984991522149,0.9653551075991429,0.9748080411652053,0.9824841853245886,0.9863041546951465,0.9899009930187639,0.9928623282811428,0.99480404003328
769А-B2,0.8764528092827165,0.9453417116839978,0.9693737894240849,0.9804090959568952,0.9849522346599567,0.9888353068443169,0.9917209092715351,0.9938077963421357,0.9953925532753052,0.996465401060443
769А-C1,0.8658200086386546,0.9410119007315921,0.9646473306333035,0.9786364707523809,0.9846480234985061,0.9901080294336742,0.9922352850393111,0.9942222743630745,0.9955134898960195,0.9965744148145117
769А-C2,0.9041044872254882,0.978328014639954,0.9886949880513731,0.9937043308134839,0.9952102630645354,0.9965253214296185,0.9976709881218717,0.9982862343325798,0.9987339624915691,0.9990710668463775
770А-B1,0.7248097894915299,0.8703667753104118,0.9232912072850086,0.9466979250053003,0.966623911755166,0.9744981968644846,0.9814021217951402,0.9878331802570495,0.9909920475401699,0.9934632529627042
770А-B2,0.786407354941485,0.9155007657911867,0.9464542709155468,0.9661272956883262,0.975211038993834,0.9829910192372132,0.9869081068653763,0.9904193562781493,0.9925771255796548,0.9943488706792691
770А-C1,0.6753983863282585,0.8649954617619389,0.9087243957543265,0.936955406961651,0.9568545211325704,0.9692339053915997,0.9781248965283246,0.9866164725406987,0.9915614799352982,0.993919570014732
770А-C2,0.8864502255996688,0.9641846706776209,0.9809015890190993,0.9888694988145104,0.9919516110757399,0.9938270472899942,0.9953690540901462,0.9967714706303203,0.9978126718029331,0.9985625336925239
772А-B1,0.7396271651452534,0.8601292526658195,0.9095687386179248,0.9438458444723895,0.959615455471964,0.9710155670841667,0.9789663696337404,0.984116540459074,0.9888112202572009,0.9924224804290194
772А-B2,0.8318045085050116,0.9331999002916214,0.9666599140948937,0.9765252657798039,0.98353737458817,0.987198330822246,0.9902809446338351,0.9926158896392012,0.9943477898571295,0.9958530712554243
772А-C1,0.80371018309464,0.9011703679830496,0.9422817459921612,0.9618902625152639,0.9747921890152169,0.9836951011970848,0.9880687197203751,0.9909627923480944,0.9933995518966491,0.9949441582563244
772А-C2,0.9060128544112985,0.9724137005653243,0.983927281766483,0.9904976981483512,0.99330808819785,0.9952230719632771,0.9964542233944106,0.9974291568624525,0.9981206732666896,0.9987274936424727
773А-B1,0.70145572346174,0.8789357687399948,0.934274040799546,0.9533496590433626,0.9660564647903745,0.975288553111017,0.981438872143965,0.9867840212660742,0.9908824243141008,0.9936123347481274
773А-B2,0.86910687211042,0.9365920880570304,0.963877413272068,0.9743473684561246,0.981985417667291,0.9861866427267884,0.9894116827102454,0.9918065449054587,0.9937140592462878,0.9952310406527339
773А-C1,0.85427027386807,0.9371016620762909,0.9667621070505208,0.976983184435614,0.9849640903834306,0.989091827481466,0.9915631318861883,0.993606410042706,0.9951934672754463,0.9965350161667794
773А-C2,0.9156547626299862,0.9759640482406794,0.9891135921413716,0.9929821547467501,0.9950394810258956,0.9960362887800063,0.9970224439199674,0.9979649420674347,0.9986739283291002,0.9990634432318862
775А-B1,0.8128417326762327,0.9159673459944685,0.9572399427746806,0.9720314132277207,0.9819725020840013,0.9869618599472721,0.9911659949876117,0.9940002752001335,0.9958533610780053,0.9968483031884188
775А-B2,0.8874564148470858,0.9567217972323764,0.9793324537011324,0.9866857120086844,0.9908597190167393,0.9936077746661609,0.9954258999759006,0.996790403920742,0.9978186587520124,0.9984526366304362
775А-C1,0.8582973270031252,0.9542590956438989,0.9790448331235948,0.9848640844350414,0.9904653392331272,0.9930980275547084,0.9952278255795131,0.9967514352941895,0.9977417090565136,0.9984876200158034
775А-C2,0.9222214663255573,0.9821914008565191,0.994262629356966,0.9965763568603163,0.9978631075011786,0.9985209956889132,0.9989247094463523,0.9992783866139976,0.9995092805526525,0.9996834121055578
776А-B1,0.8242276619147167,0.9213279079677587,0.9620533735216301,0.9789940737641848,0.9874492628676038,0.9917413364364193,0.993828444456699,0.9954970469813755,0.9970369286556974,0.9978989834963057
776А-B2,0.8688586553967813,0.9591129937069565,0.9760396882854421,0.9842811064088488,0.988755617256211,0.9916595027020164,0.9943059800242903,0.9956822326629657,0.9966634819508137,0.9974603058248994
776А-C1,0.815685821839512,0.8995245784354624,0.9389949313773809,0.9684090963172793,0.9799914131839137,0.9869093342796283,0.9917079316511694,0.9949174026251011,0.9966134349024813,0.9976862700033163
776А-C2,0.9179998205090029,0.9804066631467787,0.9922201698091644,0.9945598325903904,0.99652717774408,0.9974850518457133,0.9982817291590491,0.9988317325566166,0.9992459371855537,0.9994430280578092
777А-B1,0.6943154418079575,0.8572178996047839,0.9008595549387939,0.939814134978302,0.9678612550162831,0.9800902770519903,0.9880704674956811,0.9926014152186947,0.9957778984742508,0.9972654704933981
777А-B2,0.8627257326554075,0.9451872158698672,0.9678882194598314,0.9789992725271722,0.9851485985913557,0.9887705927999945,0.9918428658090632,0.9937843593233315,0.9953048359854505,0.9965192382678767
777А-C1,0.8264099089761473,0.9245189017033978,0.9609630001650136,0.9779991711140905,0.9847150687363003,0.9907767876252576,0.9945327963107955,0.9966341884571156,0.9977769411246998,0.9985964392725533
777А-C2,0.9088783180645195,0.9747058704561417,0.9918024644661411,0.9951481648955167,0.9971200009872474,0.9981774331447613,0.9987034361895105,0.9991391433568818,0.9994341856930374,0.999630372073909
778А-B1,0.7216988263866704,0.8852955302495632,0.9495531483184586,0.9633950561008771,0.9720879330351995,0.9804201306184199,0.9875470015744982,0.9923866098923827,0.9951057778767767,0.996457672541051
778А-B2,0.8314561176093703,0.9430766084993306,0.9657991819103823,0.974006140160918,0.9804339376721627,0.9859869988037229,0.9902220880255611,0.9928192645096522,0.9949912384851052,0.9963124571046834
778А-C1,0.7807008636612862,0.9179646531415848,0.9557114252306803,0.9703987354736336,0.9808938307019489,0.986673082563517,0.9910483103570981,0.9943667132626792,0.9968056948542606,0.9982584128628261
778А-C2,0.9262676999928594,0.969962096557292,0.9837967471674627,0.9897430023770963,0.9925074847161235,0.9949529472558367,0.9962973039642673,0.9975686043825732,0.998271315188426,0.9987307830590012
779А-B1,0.798636116042009,0.9105572732588427,0.9365560406688093,0.9584329952294718,0.9730349702327244,0.9808400393877448,0.9874309589870445,0.9909223832958559,0.9932815469287057,0.9952177592751211
779А-B2,0.8896687693886144,0.9576091795734095,0.9761153854861241,0.9834065387716552,0.9874154695544224,0.9909295977761555,0.9934586363288803,0.995114686835464,0.9963469262901947,0.9972062442950768
779А-C1,0.8863550869520282,0.9355534911002827,0.9693692611297792,0.9793977346078377,0.9871379229295058,0.991126292062126,0.9941626103526491,0.9958682752254996,0.9974543094273921,0.9982673003818062
779А-C2,0.8984154579235176,0.9799911861509251,0.9903810770446385,0.9947661087270734,0.9966087853906671,0.9975703148575473,0.9982382501455773,0.9987536340888024,0.9991034604689261,0.9993672769221287
780А-B1,0.6882717856289797,0.8522491374568373,0.9105307644116952,0.9471744600064191,0.9616481091317411,0.9734433122951565,0.9819982739144478,0.9874745761440483,0.9921632216399636,0.9951019483381769
780А-B2,0.8286470845957806,0.9262101036192676,0.9546662995542561,0.9699956418826919,0.9786824601808545,0.9832482465214651,0.9873974513532608,0.9899312754482176,0.9921954379182882,0.9940354430626481
780А-C1,0.7044262796442335,0.8556206412440305,0.923235653749301,0.9578062977759776,0.9730745958098849,0.9800240976893048,0.9863982604820567,0.9901145458595717,0.9936486811158558,0.9957698424911953
780А-C2,0.9256150849475117,0.9747240717659146,0.9863743003188552,0.9912222052749281,0.9939024668650741,0.9961624272017782,0.9971164253452792,0.9978626321242419,0.9984237792030399,0.9988794727827374
