date,001А-Купе,002А-Купе,005А-СВ,006А-СВ,701Н-СВ,701Н-Сидячий,703Н-СВ,703Н-Сидячий,705Н-СВ,705Н-Сидячий,707Н-СВ,707Н-Сидячий,709Н-СВ,709Н-Сидячий,751А-B1,751А-B2,751А-C1,751А-C2,752А-B1,752А-B2,752А-C1,752А-C2,753А-B1,753А-B2,753А-C1,753А-C2,754А-B1,754А-B2,754А-C1,754А-C2,755А-B1,755А-B2,755А-C1,755А-C2,756А-B1,756А-B2,756А-C1,756А-C2,759А-B1,759А-B2,759А-C1,759А-C2,760А-B1,760А-B2,760А-C1,760А-C2,767А-B1,767А-B2,767А-C1,767А-C2,768А-B1,768А-B2,768А-C1,768А-C2,769А-B1,769А-B2,769А-C1,769А-C2,770А-B1,770А-B2,770А-C1,770А-C2,772А-B1,772А-B2,772А-C1,772А-C2,773А-B1,773А-B2,773А-C1,773А-C2,775А-B1,775А-B2,775А-C1,775А-C2,776А-B1,776А-B2,776А-C1,776А-C2,777А-B1,777А-B2,777А-C1,777А-C2,778А-B1,778А-B2,778А-C1,778А-C2,779А-B1,779А-B2,779А-C1,779А-C2,780А-B1,780А-B2,780А-C1,780А-C2
2021-04-12,0.22675915649252792,1.1039157999882045,0.21212685025724215,1.4509835414964884,,,,,,,,,,,,,,-1.3464901805403633,,,-0.7336501662489536,1.4635177082452024,-1.0257489554399317,-2.1019779314737286,-0.5648685925695128,,-0.27517981509628864,1.3449164526710262,0.6721699656026707,1.590909310613101,-2.6411812277867837,-1.2163869667263814,-1.2352727712168508,,-1.019056915232987,1.8090766578860191,1.0936552641168014,1.6851122072932612,,,,,0.6151497114467448,,1.7036276541220512,2.5756581406459946,,,,,0.13721606866488653,0.11313702074959509,,,,,,,,0.18349131345685465,,-0.3159929180778916,-0.05948865579456118,,,,,,,,0.1649409498934115,0.9971203369035372,,0.7543853979080538,1.045639271373827,1.101716987800369,0.9244785757805003,1.2550591591934546,0.4850870581623391,0.6261132906060531,0.3495837329122855,0.38469452545556304,-0.24927023561992334,-0.26988741223185786,-0.46298506638068937,0.37712259051135727,0.36366245553102333,1.099778523247172,0.4890717855310954,0.7787134777792619,-0.468399289352906,1.0291195287691544,0.6349608907005492,1.084068378251777
2021-04-13,0.045939340764364296,1.2333119028619042,0.811963289351049,1.1537806372960435,,0.3233144680558118,1.2820964216844453,1.4368078218005753,,,0.419408396918593,0.6447361783227847,-0.13300634210571005,0.7087162833370519,-0.6493628096045432,,,-0.8685448840396278,-0.32543533445519846,0.31917887164665304,0.776368253780634,1.6128304304333094,-1.751955271687993,,,-1.3968572473934497,1.0190063705308012,1.1359529444592589,0.8515053741623247,1.520368537883662,-0.8428193621109484,-1.7392526754274118,-2.3426081390676425,0.45009835500925943,0.8793605193261704,,0.9199952419060137,2.088103992690114,-1.1306193049841409,1.0201921208182099,-0.11626995525624087,1.909012560665913,,3.1329761813938695,1.7586798034876112,2.8789912745483512,-0.3903592468037861,1.950975692986288,0.8725042959782049,1.2487086316223497,0.7040699788901735,,0.31509991189335024,1.1596625795512736,-0.10857981605196432,1.1065361436797105,0.5566833443451227,1.3108026037337723,0.4735508435886474,1.0081798134868711,-0.3583972795237342,1.2708276969747347,0.5848636795739373,,0.11155101116497539,1.111813947627623,0.49239142134287806,,1.1910655619374364,1.6372282714320832,0.6485728145427092,0.9870673637669848,1.000441941270532,1.1172614196299886,-0.004040662820826315,-0.007497622564291518,0.3159781517459441,0.9520829312952579,0.5396261514363705,0.393214283614583,0.8212933363272483,1.0829855174505876,-0.7043949719694655,-1.3239137758422992,-2.670137626446277,-0.4361913403182159,0.3586878098552949,1.2546362168056993,0.7051960060860238,1.0229616639317698,-0.4809825828641704,0.24679710124616594,-0.43816253637545377,0.6465590520091737
2021-04-14,1.1541052413606985,0.8750546106977475,1.159256183227763,0.44502422273211206,-1.5642917405974768,-0.08985702585846574,0.4345016700786685,0.5339477490451441,0.37588501703018246,1.093903310696049,0.9528447266159861,0.5897945649540574,0.08165123485732435,0.44350321762349704,,-1.2923699630170216,-1.9372817638610826,-0.8225808025069636,,-0.32115232432110463,0.4409562232389413,1.330128406439806,,-1.7371349227097064,,-0.44228479363138057,-0.358291374472748,1.631042325754963,0.5152288451664754,1.758616684698786,-2.44902300264253,-0.147631415484612,0.2066520861716078,0.8299709788291958,-0.09334828459874157,,0.21922747578138035,1.932596839164981,-0.17461479515149048,1.191036201453807,1.18062478122745,1.4502551296753954,0.2706316874949827,,0.3066414237634715,2.419233877857621,0.9667297541444704,1.6529082665735086,0.4128473381040291,1.48384465897259,-0.5062860465774703,-0.1370453592165153,-0.5209107048536052,0.39077923534592,-1.1270748043077148,1.457926961570497,0.9127594359133694,1.2787421481485384,-0.42242135069261866,-0.2251310420492854,-0.5167562466108437,0.7394387051042446,-0.5147470196673385,-0.053279813955626476,-1.1093635218446896,0.6904740275993775,-0.29250084529667597,0.9741556686869278,0.5635390323282811,1.3974602062887291,0.057825766165581105,0.8989353680923575,0.8084134910067546,1.1979321829972767,,-0.7475179351753446,-1.7949020534809845,0.2954958360206909,0.6182676783504222,0.7933118294962433,0.8040615485794236,1.0527742992361306,-2.0859092157492523,,-2.8316633985134274,-1.479518571379055,,1.0289703063847895,0.8542871040926334,1.001383126785612,,-0.8511603099640352,,0.29379226730388935
2021-04-15,0.7116163646015834,0.5007404118449905,0.7966910338062778,0.26571091822506143,-0.4281776337732518,-0.4699824469636175,1.1829524521315364,0.7185151941129736,-0.11865334937609788,0.5912341020643793,-0.27444908231135523,0.2974537615796258,0.511002816561548,0.6658494218266948,,,-0.1914532494081696,0.5344533476659011,,0.35243953468455647,-1.214981054862097,0.8957245705487318,,-1.0560734007788002,0.3496820958005003,0.6416825890795199,-1.6252068793041627,1.1828490765912272,0.13578699254118756,0.6827542923411548,,0.080702002938895,0.30178887858245473,1.1304294833128181,-2.2366570703031488,1.0348375271582941,-0.6766950129335462,0.9793309826213275,-1.8305370956825662,0.9140735479862763,0.8951805593466612,1.1931880589874035,,,0.6762365041807391,,0.5625849536976123,1.0282702366069174,0.6290410636003366,1.306645183259136,-1.2046745918329875,,-0.9708929264026841,-0.09310634749888431,0.49739194551781246,1.472991062642245,0.9811715198776263,1.073519668843008,,0.007607838298899996,-0.9730160003353068,0.09319298435090025,,,-1.2270510525033869,0.13032678592806868,0.12145452118439232,1.9445054712619239,0.7547211983842415,1.1781224378064465,0.2726262085804783,0.7831727440434831,0.4189172510540248,0.7937524138187381,-1.6410954317429043,-1.1060079539898124,-1.249328873064185,-0.1176543503627573,,0.7977404547278204,0.17066381941533798,0.9700251443777923,,,-2.783485442425179,-1.5380123626393385,0.29660736583985714,0.731892177411434,0.7917594599044113,1.0806549524002116,-1.6965751755843554,,-1.9197934714693594,-0.3151757914291717
2021-04-16,0.5668881168729626,0.3766338343994248,1.037150864878658,,-0.36718605934595694,-0.05061164853534972,0.27167676667381463,-0.3503082727260597,-1.1778185991515757,-0.1788328533273963,-0.7295613853327539,-0.34956048783584537,-0.5658704027045565,-0.11087971159055497,,0.5746726625736667,0.0756037091781141,1.0484396384439543,-1.0341697865965884,0.9627612717367964,-0.456231616862915,0.3344348370813545,0.39667668976107195,-0.5292120556063012,0.3358798660005858,0.6050854909598353,-2.7015352006045963,,-0.4504373847663093,0.49970535329867505,-0.16668822944504827,1.0538492250772897,0.34925740876518135,0.15331933299661488,-1.3653157267060925,0.4896840027637571,0.2793894413145716,0.4478391332578982,-1.5390947282616823,0.993560634940512,-0.46055983829804314,0.07046697270848415,-0.5028426399931278,,,,-1.4908275144062086,0.6233077886250867,0.558164740843015,0.24705864126286584,,,,-0.9486839671159486,,-0.026571268151893927,,0.24559173856064764,,-1.0706460392841033,-1.6487693134689911,-1.2748654682039076,-1.5437253218623948,,-1.3585093324416522,-1.1258373197602127,-1.7197543915204918,,0.2201291597434487,0.3318388313937895,-0.44778099033942753,-0.055661573928898554,0.03825084214074001,0.35734851732351086,-2.246288419985141,-1.351854403042834,-1.8321087459845684,-1.3843905555462255,-0.765295766367907,-0.1362205509889861,0.3611228912165308,0.25148995018048587,,,,-2.1686056347321445,0.1603227756605035,0.8885848238532814,0.3592417078357608,0.5073028747031395,,,-3.181847873462088,-1.6389859619834874
2021-04-17,1.0044541217428922,0.8762883451759531,1.0943233112381767,1.101340639079293,0.6047491821263508,-2.492284318544974,0.6567970391518219,-0.23138359505999928,1.4055428653002073,0.6975389165803528,0.878869086375799,0.1901271355692575,0.32188874216971974,0.32577668406445465,0.7030345180000986,1.0077247955780866,0.6190324572582516,-0.2021756726119337,,,-0.0005400996243949679,-0.4651715496603463,-0.3885909837820553,0.7820132668513102,0.6258463752468741,-1.5073830415125051,-1.028904219300889,0.1550277569940578,0.10772162221416058,0.13228101756713323,0.7076024305348109,0.6215837401824693,-0.5467260473405601,-1.3409279605697406,0.24956338586678073,0.6369461431658735,0.7789716511057345,0.06736189359123027,,1.2163136914501258,0.036728385013360405,-0.7926765326324299,0.14946737302477572,,-0.2884912656703169,,-0.43965844679891125,0.10232964411111088,0.7127717361093541,0.08747559504290779,0.6936626676027895,0.0018189191061454392,-0.37886264180593493,-0.5271328119589532,-0.09762383413535844,-0.025573188089167632,0.13762734658098824,0.4005018029826782,0.5111631354118277,-0.13123047570178925,0.36442588634420575,-0.1643794255030782,0.38586190784723445,1.5421998312667948,1.210712563222329,0.7907348836847083,-1.2645028800984346,,0.9309454830604207,0.8143434922851712,0.6277712943112697,0.7057191670718508,0.5804810709891026,0.8193094598476183,0.8249241516000374,1.448673500589115,1.2045563213594017,1.0777765926467233,1.0116903448672903,,0.9813402084271685,0.7266325750463749,0.41207330552448024,0.6868678564151751,-0.23240651015277997,0.14678945504734922,-0.2579787986706131,0.6360153319123978,0.4844778501008115,0.6510133515054005,0.04370656786621441,0.5745801937432399,0.1179814400881406,0.6525337439776899
2021-04-18,-0.05584473772237882,0.3090597909309604,-0.9791845505101775,0.23223810183933308,0.011836206898879426,-0.626557075853618,-1.827077763780738,-1.7692667225858947,-2.3896055142826538,,-1.567516406034246,,-1.8461953002402374,-2.2853900708966033,0.4834413015721009,0.7329305328818791,1.219653822404909,0.6193624199477801,1.1791511706103963,,-0.2133674743652312,1.2676562203418682,0.45796050339966526,1.3925905319452072,0.7784100969047317,-0.383417579976109,0.927386940609726,1.5830462508542533,0.5630782787213998,1.4969714230001037,0.388048278439663,0.022606371324317292,-1.0632816310601627,-0.9513006348889534,0.9854531878845733,0.7407934447412441,0.4400292652268143,1.5422370846859403,-2.1371612022984725,,-1.0585480177612328,-0.6666670037901191,0.33445501530281824,,0.6942768368111146,1.5546347952266155,,,,,-0.10805179085801016,,-0.9811304799979829,-1.199118300295592,,,,,-0.7225563428042633,-1.4311686065469535,-1.1062197163659866,-1.2042080215168032,-0.8156159359796996,,0.14693006776626003,-0.9866195876913542,,,,,-1.8601593774278964,-1.2106331330723552,-1.8062198825105218,,0.1691737945995864,0.032288930417507015,1.0055571019044036,-0.6859667676818703,-1.6258214817060888,-1.1618683648743517,-1.433765506001548,,-0.7992189805589454,,-0.5089748787632214,-1.2604591744018574,-1.0163085611945752,,-1.8057274712420959,,0.2170150578022799,-0.2348664946687395,-0.2837813234837489,-1.1101120214502653
2021-04-19,1.6026198507377747,1.4978511910395678,0.19515396988602202,0.9809295214910748,-0.11042699553062754,-0.8040515442079845,0.5786566389020984,0.14652233259099004,0.9139467691909277,0.886967422504541,-0.9157447206357813,0.294962228249996,0.6000872260240543,0.604132622131714,-1.2041171679832035,-0.7068796326211313,,-1.2801356924975973,-3.1929431681802614,0.5242351292068528,0.2393612258008177,0.9678102968693025,-0.9135040929046313,-1.054498692747474,-2.1275869631020323,-0.6236286070554079,0.5428686601058778,0.6549597816105235,0.26452764178854166,1.060730400154854,-0.7692426970475794,-0.6086949340085885,-1.3220214000518098,-0.2684142837375382,0.15391299021005664,,0.885862922345808,0.9898210809658083,0.07578923090637715,-0.5801734703971563,0.5033429169178711,-0.08014553737877234,,,0.06881335837420822,,-0.9702326763518887,0.9615209082905769,0.2027578456246703,0.026454277355557245,,-0.711061214188885,0.1254653724039436,-0.472969508168662,0.3049096872751731,0.13428527714371621,-0.4449734436523595,0.1705344037148088,-0.20683557879865128,-0.33719861845797944,-0.2645260208205028,-0.11601032137798623,0.9131346986214092,0.5183754045237279,0.9570156857538048,1.0008737182143679,,0.4792138303676894,0.40288477580330406,0.8976063075302718,-0.019761278989717038,0.5835395571053033,0.7617214786102868,0.8599700667325686,0.9735226396688167,1.3076704042757425,1.0124724977762776,1.1371464201576436,0.7814677915898914,0.6791730205786941,0.3552548879259463,0.7603296671068446,-0.2542562442271689,0.7664408145797195,-0.06695307015912629,0.6643477477611514,0.8406756849963827,1.1444635235822602,0.7268361825079215,0.7531491494120154,-0.42686706580100253,0.9868704217346456,0.49008828946439176,1.2726023803023023
2021-04-20,1.250286686880127,1.1398114625279594,1.328453990064699,1.0961239232644417,-1.1004377041260553,0.1850479114789019,1.1328840157719406,0.9358613345104249,1.2121660532035918,1.1457568937420597,0.33489696909442007,0.52901685359662,-0.5741136119226419,0.5055680544171882,-1.3758462158301585,0.46219716077373046,-0.21937791542486432,0.6656684893978038,0.01999728042236376,0.2157429627235738,-0.4133787895189117,1.184638953001764,-2.4846861496548986,0.23772727464137225,-1.2663128231673573,0.9548796920688387,-0.4148950944986553,1.2123323611040588,0.40349882374469137,1.2963334916037086,-2.4749787956832243,0.6370027672510034,0.7229922565697615,1.0584243409838408,-0.7701427154415885,1.2589445305254077,0.4592275730949672,1.4099654568100688,-1.0703309469265643,1.433509302379453,-0.03242115234427553,1.1452589286467802,,3.0731375254265636,0.8708769108887193,1.9498943587662507,0.7415635237467539,1.4197682312613582,0.5535000339784663,0.931843444908494,-0.874717859386601,0.5037804697794276,0.6804628864513852,0.7953003757644898,0.08476334665360252,0.9117873949839932,0.3151947334438496,1.238955045391858,0.32722470994683484,1.2999025167898541,-0.11749162114087221,0.878371262820746,0.08274702700137018,1.0464557412543805,0.48105547421904343,1.1119806063232147,0.06661821605226052,0.8033520945730984,0.7000520473235853,1.3439991873714519,-0.03379315384097451,1.0729392557640864,0.4117480096891719,1.0782097198273428,0.43506293037023286,1.1678741692970218,1.1322350408040125,1.2600386892364093,0.13317314525488017,0.7237714216637395,0.7604516417339635,1.007376469099781,-0.9864549581675102,-0.5342930526078467,-1.4372687581796302,0.22599981684361392,0.7122531771068012,1.1599879360544276,0.38870721791260804,0.8631504164222626,-0.4201614137856235,1.494748144191117,0.12208633442530563,0.676679439077963
2021-04-21,0.9504767517116497,1.3714393625554295,1.192921584352965,1.0958710084472025,0.10545632892207493,0.5134833463836245,0.07540633321903902,-0.5351745325201007,0.020297001510251343,0.8649688030406788,0.19800140290844023,0.45071427470252773,0.2841948193561024,0.6518889777732205,0.2048356418709217,-0.4131831184688406,-0.5773665581536181,0.6170966114685903,0.7492373163376909,0.8843074727442075,-0.6630137249217927,1.180796865579079,-1.1564110838874062,,-2.224060736508788,1.1768431377717408,0.8125391397217984,1.058914121287658,0.7819163935102508,1.4635992322689868,0.3509873846439297,0.2307742368247846,0.39603566591743816,1.3021636021287313,0.7131487497366953,1.1338690956606594,0.5118678739801988,1.6824874543157147,0.524237058453276,0.14402841036816083,0.11512857348129779,1.2922024381989174,0.678834395783606,,1.3476281499051619,2.0292848845277094,0.09970119699557475,0.550327006258802,-0.40669118538551874,1.1357286274629013,,0.9324495934247956,-1.225064988221125,0.4448765364852204,0.5245292473676904,0.6556095191824785,0.6340270651654027,1.0662538113711428,,-0.0003534200180116702,-0.5900018849378262,0.8619689520481106,-0.7928138813125882,1.1461226898548709,0.15848602719977206,1.0772230724725425,0.6355389672607168,1.654190712555306,0.8028419837932925,1.294489660968605,0.9915749616893601,0.8427920413528722,0.6029548143972755,1.0085221183156308,0.31697026661799005,0.863212505444517,0.7320600927571713,1.0026390015919528,0.19220180243018825,0.42827852810067935,0.7308074425478295,1.030118040544368,-1.486446786959604,-0.2634548178619768,-1.3046914647539187,-0.4516409527428052,0.1417439972192151,0.8023285289302965,0.7782036071582525,0.9167005327488492,-1.4370282991868835,,-0.6375483179986516,0.18850915281831984
