Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;3012;0;3230;3230;3346;4150;3990;3230;0;2402;3230;0;0;0;3578;0;3346;3230;;4150;0;3346;0;3346;3230;3578;;;0;0;0;4150;3578;4266;0;0;0;0;3578;3346;3990;0;0;3750;3346
2;2896;0;3230;3162;3162;3848;0;3162;0;2402;3230;3578;4704;0;3230;0;3346;3162;3230;;0;3230;0;3230;3230;3346;;;0;0;0;4150;3578;3990;0;0;0;0;3578;3230;3624;0;0;3750;3230
3;2844;4104;2976;3162;3162;3672;6404;3162;0;2402;3162;3578;4150;3990;3162;5104;3162;3162;3230;3672;;3230;5104;3162;3162;3230;5504;;0;0;4684;3848;3578;3990;6404;0;0;6404;3578;3162;3538;6404;0;3624;3162
4;2908;4210;3046;3046;3242;3544;4750;3242;0;2402;3242;3436;3896;6506;3242;4210;3242;3242;3242;3716;6506;;5252;3242;3242;3314;5586;;0;0;4750;3716;3436;4114;6506;0;0;6506;3436;3242;3640;6506;0;3640;3242
5;2908;3904;3046;3046;3242;3544;4750;3242;0;2402;3242;3436;3716;6506;3242;4210;3242;3242;3242;3544;4750;3242;;3242;3242;3242;4770;;0;0;4750;3716;3436;3862;6506;0;0;6506;3314;3242;3640;4750;0;3862;3242
6;2908;3680;3046;2890;3242;3450;4750;3242;0;2402;3242;3314;3716;6506;3242;3904;3242;3066;3242;3544;4750;3242;3904;;3242;3242;4770;;0;0;4750;3544;3314;3862;6506;0;0;6506;3242;3242;3640;4750;0;3862;3242
7;2908;3680;2890;2890;3066;3450;4404;3066;0;2402;3242;3242;3450;4750;3242;3904;3066;3066;3066;3450;4404;3242;3904;3242;;3242;4204;;0;0;6993;3450;3314;3862;6506;0;0;6506;3242;3242;3640;4750;0;3862;3242
8;2780;3680;2890;2890;3066;3450;4114;2780;0;2402;3066;3242;3450;4404;3242;3904;3066;3066;3066;3450;4404;3242;3680;3066;3066;;4204;;0;0;4750;3450;3242;3730;6506;0;0;6506;3242;3242;3640;4404;0;3862;3242
9;2780;3436;2890;2890;3066;3450;4114;2780;0;2402;3066;3242;3450;4114;3066;3680;3066;3066;3066;3450;4114;3066;3680;3066;3066;3242;;;0;0;4750;3450;3242;3640;6506;0;0;6506;3242;3242;3512;4404;0;3640;3242
10;2826;3384;2944;2944;3126;3488;4244;2826;0;2402;3126;3310;3488;3980;3126;3510;3126;3126;3126;3488;3980;3126;3510;3126;3126;3310;3760;;0;0;6608;3488;3310;3746;6608;0;0;6608;3310;3310;3612;4244;0;3746;3310
