Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;0;16068;13986;12888;13266;0;17928;13986;14814;9222;13986;0;0;;21528;;21528;20094;;22989;;21528;0;0;21528;21528;21528;0;0;;21609;21609;21609;0;21609;21609;10503;21609;23435;21609;21609;0;23070;21609;21609
2;13986;14814;13266;12888;12888;13986;0;12888;14814;9222;13986;14814;0;0;17928;0;21528;20094;0;;;21528;0;0;20094;21528;21528;;0;;21609;21609;21609;21609;21609;21609;10503;21609;23435;21609;23070;0;21609;21609;21609
3;13266;13986;13266;12630;12630;12888;12924;12630;13986;9222;13266;14814;0;0;16068;0;21528;20094;0;21528;;21528;0;0;20094;20094;21528;;0;10860;21528;21609;20175;20175;21609;21609;10503;21609;23435;21609;21609;0;20175;21609;21609
4;13602;13602;13206;12936;12936;13206;12924;12936;13602;9222;13602;15228;0;0;15228;18162;16266;20094;0;21528;0;;0;0;20094;20094;21528;;21528;10860;21528;21528;20175;20175;21609;21609;10503;21609;0;21609;21609;0;20175;21609;20175
5;13206;13602;12936;12936;12936;12936;12924;12936;13206;9222;13206;15228;0;0;14358;16266;15228;13206;0;20094;0;20094;;0;20094;20094;20094;;21528;10860;21528;20094;20094;20175;21609;21609;10503;21609;0;20175;21609;21609;20175;21609;20175
6;12936;13206;12936;12552;12936;12936;12924;12936;12936;9222;12936;14358;0;18162;14358;16266;14358;12936;13602;20094;0;20094;21528;;20094;20094;20094;;21528;10422;21528;20094;20094;20094;21609;20175;10503;21609;0;20175;20175;21609;20175;21609;20175
7;12936;13206;12936;12552;12936;12936;12924;12936;12936;9222;12936;13602;0;12924;14358;16266;13602;12936;13206;14358;0;20094;21528;20094;;20094;20094;;21528;10422;21528;20094;20094;20094;21528;20175;10503;21609;0;20175;20175;21609;20175;21609;20175
8;12936;12936;12936;12552;12936;12936;12924;12936;12936;9222;12936;13206;13602;12924;14358;15228;13602;12936;13206;13602;16266;20094;0;20094;19104;;20094;22989;21528;10422;21528;20094;19104;20094;21528;20094;10503;21609;0;20175;20175;21609;20175;20175;20175
9;12936;12936;12936;12552;12552;12936;12924;12936;12936;9222;12936;13206;13602;12924;13602;15228;13602;12936;13206;13602;12924;14358;21528;20094;19104;19104;;22989;21528;10422;21528;20094;19104;20094;21528;20094;10422;21609;0;20175;20175;21609;20175;20175;20175
10;13254;13254;12852;12852;12852;12852;12924;13254;13254;9222;13254;13254;13536;12924;13956;14748;13956;13254;13536;13536;12924;13956;15402;19104;19104;19104;19104;;21528;10422;21528;20094;19104;19104;21528;20094;10422;21528;0;20175;20175;21609;19185;20175;20175
