Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;9;7;5;20;7;5;0;15;4;0;2;0;0;;0;;0;2;;0;;0;0;0;2;3;0;0;0;;1;5;5;5;0;0;0;0;0;5;0;0;6;0;0
2;12;11;6;22;16;9;0;25;5;0;5;0;0;0;4;0;0;7;5;;;5;0;0;5;5;2;;0;;1;5;6;5;0;3;7;1;0;7;2;0;10;1;0
3;16;17;20;27;22;20;6;29;13;1;6;1;5;1;5;1;3;11;6;3;;5;1;1;8;9;3;;0;0;1;6;7;9;4;5;16;0;3;7;6;2;12;4;2
4;16;19;29;32;23;26;17;33;17;2;7;3;5;1;10;1;2;15;6;5;2;;1;6;10;13;4;;0;0;4;11;5;7;4;7;18;0;4;7;9;2;15;6;7
5;22;20;33;38;27;29;23;38;28;7;15;3;8;1;9;1;6;20;11;8;2;13;;6;16;15;4;;0;0;1;16;5;8;4;10;24;2;3;15;8;3;17;9;8
6;22;23;35;39;33;32;25;38;30;10;16;6;8;1;8;1;8;22;21;10;3;14;3;;16;17;6;;0;2;7;14;9;8;4;19;30;5;5;16;9;2;17;10;9
7;23;24;42;41;33;36;28;38;32;14;21;15;16;1;7;1;12;25;28;15;3;16;3;13;;17;14;;0;7;3;16;14;11;4;20;30;6;8;17;9;2;17;11;9
8;25;26;42;42;33;37;29;38;32;14;22;22;20;12;9;1;12;26;29;19;6;20;3;13;18;;15;0;0;22;2;16;19;10;4;20;30;6;8;21;13;2;22;11;10
9;29;29;43;42;38;37;27;40;32;16;23;23;21;15;15;1;14;26;32;20;9;25;5;13;18;22;;0;0;23;0;19;21;16;4;22;32;6;9;21;13;5;22;16;10
10;31;34;43;42;38;39;28;42;31;20;23;24;22;16;17;2;14;26;33;18;13;26;5;14;16;22;18;;0;24;0;20;29;24;1;26;34;6;11;21;14;6;26;16;12
