Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;1;59;;;;;;2;95;;;;;;;;;;;;;;;;;;;;0;;2;;25;35;12;0;16;0;;;;;0;0;
2;27;77;;;;;;59;106;;;;;;;;;;;;;;;;;;;;;;0;;78;79;44;1;35;0;;;;;8;3;
3;67;106;;;;;;91;157;;;;;;;;;;;;;;;;;;;;;0;3;;130;115;74;0;52;0;;;;;26;20;
4;76;141;;;;;;135;195;;;;;;;;;;;;;;;;;;;0;;0;2;;179;165;114;0;78;0;;;;;43;25;
5;129;150;;;;;;161;215;;;;;;;;;;;;;;;;;;;0;;0;2;;209;211;153;10;99;4;;;;;56;47;
6;153;178;;;;;;173;233;;;;;;;;;;;;;;;;;;;1;0;0;13;;329;245;202;10;134;0;;;;;60;57;
7;164;192;;;;;;189;245;;;;;;;;;;;;;;;;;;;0;1;0;12;;;342;238;2;153;0;;;;;74;67;
8;188;203;;;;;;201;255;;;;;;;;;;;;;;;;;;;0;0;0;15;;;;340;2;162;4;;;;;88;75;
9;214;215;;;;;;222;262;;;;;;;;;;;;;;;;;;;0;0;0;17;;;;;2;172;25;;;;;99;83;
10;218;231;;;;;;244;274;;;;;;;;;;;;;;;;;;;;0;0;54;;;;;3;187;35;;;;;103;93;
