Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;3401;3701;4221;3401;4221;4301;0;3401;3600;;;;;;;;;;;;;;;;;;5101;;0;2515;5900;5900;3600;3747;5900;4701;2298;6001;;;;;;;
2;3141;3701;4120;3040;3141;3747;0;2937;3701;;;;;;;;;;;;;;;;;;4200;0;;;5900;6001;3387;3646;5900;4701;2399;5900;;;;;;;
3;2937;3387;3401;3040;3141;3344;0;2836;3175;;;;;;;;;;;;;;;;;;3747;;0;0;6001;6001;3387;3646;5900;4701;2399;6001;;;;;;;
4;3027;3501;3241;2926;3140;3392;4266;2764;3277;;;;;;;;;;;;;;;;;;3801;0;0;2515;6002;4347;3400;3700;6002;4849;2399;6103;;;;;;;
5;2764;3277;3027;2926;2926;3392;4367;2614;3033;;;;;;;;;;;;;;;;;;3700;0;5578;0;6002;4246;3400;3700;6002;3706;2399;6103;;;;;;;
6;2764;3033;2926;2764;2764;3212;4367;2614;2911;;;;;;;;;;;;;;;;;;3392;6002;0;0;4347;3900;3400;3700;6002;3706;2399;6103;;;;;;;
7;2764;3033;2764;2764;2614;3040;4367;2542;2810;;;;;;;;;;;;;;;;;;3212;;0;0;6002;3900;3501;3392;6002;3807;2298;6103;;;;;;;
8;2614;2911;2764;2614;2614;3040;3801;2542;2738;;;;;;;;;;;;;;;;;;3212;0;0;2399;6002;3610;3176;3392;6103;3807;2298;6103;;;;;;;
9;2614;2810;2614;2542;2614;3040;3801;2542;2738;;;;;;;;;;;;;;;;;;;0;0;2298;4347;3358;2932;3313;6103;3400;2298;6103;;;;;;;
10;2676;2880;2676;2602;2676;2984;3855;2602;2806;;;;;;;;;;;;;;;;;;3080;;0;2298;4413;3476;3006;3357;4312;3595;2298;4413;;;;;;;
