Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;13986;14814;13266;12630;13266;0;0;13266;14814;9222;13266;0;0;;21528;21528;21528;20094;;;;21528;0;0;20094;21528;21528;;0;;21609;21609;21609;23435;21609;21609;10503;21609;21609;21609;23070;;20175;21609;21609
2;13986;14814;12888;12630;12630;13266;0;12630;14814;9222;13266;13986;0;;16068;21528;21528;20094;21741;;;21528;0;22989;20094;20094;21528;;22989;10422;21609;21609;20175;21492;21609;21609;10503;21609;21609;21609;21609;0;20175;21609;21609
3;13266;13986;12630;12630;12630;12630;0;12630;13986;9222;12888;13986;14814;0;14814;17928;21528;20094;21741;21528;;21528;0;22989;20094;20094;21528;;21528;10422;21528;21609;20175;21492;21609;21609;10503;21609;21609;20175;21609;0;20175;21609;20175
4;13206;13602;12936;12936;12936;12936;12924;12936;13602;9222;13206;13602;15228;18162;14358;18162;15228;19104;21741;20094;0;;0;20094;20094;20094;21528;;21528;10422;21528;21528;20175;20175;21609;21609;10503;21609;21609;20175;20175;21609;19185;21609;20175
5;12936;13602;12936;12552;12936;12936;12924;12936;13206;9222;12936;13602;14358;18162;14358;16266;14358;13206;19104;20094;0;20094;;20094;19104;20094;20094;;21528;10422;21528;20094;20094;20175;21609;20175;10503;21609;21609;20175;20175;21609;19185;21609;19185
6;12936;12936;12936;12552;12936;12936;12924;12936;13206;9222;12936;13206;14358;12924;13602;16266;13602;12936;13206;20094;0;20094;23354;;19104;19104;20094;;21528;10422;21528;20094;20094;20094;21609;20175;10503;21609;21609;20175;20175;21609;19185;20175;19185
7;12936;12936;12936;12552;12552;12936;12924;12936;12936;9222;12936;12936;13602;12924;13602;15228;13206;12936;12936;13602;23354;20094;23354;19104;;19104;20094;;21528;10422;21528;20094;19104;20094;21528;20175;10503;21609;20175;20175;20175;21609;19185;20175;19185
8;12936;12936;12936;12552;12552;12552;12924;12936;12936;9222;12552;12936;13206;12924;13206;15228;13206;12936;12936;13206;15228;20094;23354;19104;19104;;20094;;21528;10422;21528;20094;19104;20094;21528;20094;10503;21609;20175;19185;20175;21609;19185;20175;19185
9;12936;12936;12552;12174;12552;12552;12924;12552;12936;9222;12552;12936;12936;12924;12936;15228;13206;12936;12936;13206;12924;13206;21741;19104;19104;19104;;;21528;10422;21528;20094;19104;19104;21528;20094;10422;21609;20175;19185;20175;21609;15909;20175;19185
10;13254;13254;12852;12456;12852;12852;12924;12852;13254;9222;12852;13254;13254;12924;13254;13956;13536;13254;13254;13254;12924;13254;15726;19104;15828;19104;19104;;21528;10422;21528;19104;19104;19104;21528;20094;10422;21528;20175;19185;20175;21609;15909;20175;19185
