Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2913;4301;3074;2726;2842;3646;0;3074;3747;0;3074;4701;0;;0;;0;3387;;0;;0;5387;5101;3286;3701;0;6001;0;;6001;5000;3387;4301;6001;4701;0;0;4600;3600;0;0;3401;5101;4701
2;2755;3747;2943;2726;2726;3344;0;2726;3646;0;3074;3286;5101;6478;4701;0;5101;3175;3286;;;4701;5101;4600;3286;3387;5000;;0;;6001;4301;3387;3747;6001;3701;2298;0;4600;3600;4301;0;3141;5101;4701
3;2609;3445;2783;2658;2658;3000;4281;2658;3445;2075;2842;3286;3646;0;3701;0;4701;3074;3286;4301;;4701;0;3701;3074;3387;4301;;0;0;6001;4301;3387;3747;5900;3701;2399;0;4701;3600;4301;0;3141;4301;3387
4;2681;3313;2614;2738;2738;3040;4001;2738;3313;2399;2932;3400;3700;6103;3501;5183;3807;2932;3176;3801;6503;;0;3501;3176;3176;3801;;0;0;6103;4367;3277;3801;6002;3400;2399;6103;4748;3400;4367;0;3027;4367;3501
5;2458;3313;2542;2738;2738;2946;3711;2738;3040;1999;2810;3400;3700;6002;3277;4367;3400;2810;3176;3700;6503;3501;;3501;2932;3277;3700;;0;0;6103;3801;3176;3392;6103;3501;2399;6103;4748;3400;3700;6002;3027;4367;3277
6;2404;3040;2542;2562;2738;2946;3459;2738;2946;1999;2738;3176;3700;6103;3277;4367;3277;2738;2932;3392;6002;3501;4367;;2932;2932;3392;;0;2399;6103;3493;3176;3392;6103;3501;2399;6103;3706;3400;3700;6002;3027;3801;3277
7;2404;3040;2542;2562;2738;2946;3358;2738;2946;1999;2738;2932;3392;4347;3277;4367;2932;2738;2810;3392;4347;3501;4266;2932;;2932;3392;;5477;2399;6103;3392;2932;3392;6103;3277;2298;6103;3706;3176;3392;6002;3027;3801;3033
8;2404;2946;2542;2562;2738;2946;3226;2404;2946;1999;2738;2810;3212;4001;3277;3801;2932;2738;2810;3212;4347;3176;4367;2932;2810;;3392;0;0;2399;6002;3392;2932;3392;6103;3277;2298;6103;3706;3176;3392;6002;2865;3801;2932
9;2404;2946;2542;2562;2562;2946;3226;2404;2946;1975;2738;2810;3212;3711;3033;3700;2932;2738;2810;3212;4001;3176;3700;2932;2810;2810;;0;0;2399;6103;3212;2810;3212;6002;3277;2399;6103;3400;3176;3392;4246;2865;3493;3033
10;2456;2984;2440;2622;2622;2838;3242;2456;2984;1999;2806;2806;3080;3740;3107;3440;3006;2806;2880;3080;3841;3006;3754;2880;2880;2880;3080;;0;2298;6205;3256;2880;3256;6104;3107;2399;6205;3494;3260;3440;4312;2777;3541;3107
