Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2;0;3;3;0;5;;12;16;11;17;0;0;1;0;0;0;18;;;3;0;0;0;9;6;1;;;0;4;0;0;4;2;3;18;18;1;2;0;0;8;14;0
2;5;0;5;3;2;4;;17;16;15;18;5;8;0;;6;1;21;10;;;0;1;2;11;9;6;;0;;;;1;5;3;2;30;22;2;4;;;12;18;0
3;7;0;14;4;3;4;6;22;20;16;19;7;16;0;0;11;2;21;11;0;;0;8;0;11;9;1;;;;0;3;1;5;3;3;33;23;4;4;0;0;16;19;0
4;7;0;17;4;3;4;10;24;21;24;21;8;16;0;0;18;6;18;12;2;0;;8;0;18;9;1;0;;;0;3;1;5;0;4;34;26;2;7;0;0;20;23;6
5;9;0;21;4;7;7;18;26;24;27;25;8;18;3;4;22;14;24;17;2;0;8;;0;24;13;1;0;;0;0;4;1;10;2;6;34;27;3;11;0;0;23;28;15
6;9;0;21;9;7;7;17;29;23;30;33;16;18;3;5;23;18;26;26;6;0;9;19;;24;18;6;0;0;0;1;9;3;10;2;6;36;27;3;11;1;0;25;28;22
7;12;1;29;9;9;21;21;29;28;29;34;23;20;0;8;24;19;27;31;7;;10;20;15;;18;6;0;0;0;1;10;3;9;0;6;36;27;2;12;4;0;28;29;22
8;17;1;29;25;9;27;24;29;28;29;40;23;22;1;8;24;20;27;31;10;1;16;23;15;35;;6;0;0;0;12;12;3;9;0;6;36;28;3;12;10;0;29;29;22
9;18;1;29;27;10;25;24;29;34;29;40;24;24;4;9;24;20;27;34;10;1;18;24;17;35;20;;0;1;3;14;21;3;11;0;8;37;28;3;12;12;0;31;29;22
10;19;1;29;27;10;30;24;29;34;32;40;24;25;9;11;26;21;27;34;10;2;21;24;18;35;22;12;;1;9;17;22;7;11;0;7;42;28;3;11;12;0;31;30;22
