Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;26;22;21;21;12;3;2;29;21;32;17;0;0;1;29;19;30;24;;2;5;33;28;33;21;23;3;;29;23;27;31;30;30;13;34;24;24;21;20;17;2;25;16;26
2;27;23;21;23;20;16;5;29;21;33;17;14;0;2;30;22;30;24;18;;5;34;29;33;22;24;10;;31;24;27;31;30;32;11;34;26;26;26;22;22;3;26;16;27
3;28;23;23;24;20;25;13;31;24;33;18;16;5;1;30;23;32;25;19;18;;34;28;33;24;26;18;0;31;25;29;31;30;32;11;34;29;26;27;23;22;6;27;22;29
4;28;24;23;25;22;26;19;31;24;33;20;14;6;5;32;25;33;28;23;18;23;;28;34;28;26;19;0;31;29;31;31;31;32;11;34;29;28;26;23;22;7;27;22;30
5;32;25;28;31;29;26;21;31;24;34;22;15;8;6;32;26;34;29;28;23;23;34;;34;31;27;19;0;32;29;31;31;31;32;11;34;28;28;27;23;23;8;28;24;30
6;32;26;28;32;30;27;22;31;25;34;22;21;11;17;32;29;34;31;33;26;23;34;32;;31;30;22;0;33;29;31;33;34;32;11;34;28;28;28;27;25;8;28;25;30
7;32;29;32;32;30;28;23;31;28;34;28;25;21;18;32;30;34;31;34;28;23;34;33;34;;30;24;1;33;29;31;34;34;33;11;34;31;28;28;27;25;7;29;25;31
8;32;29;33;32;30;27;26;32;29;34;32;26;22;20;32;30;34;31;34;29;29;34;33;34;33;;24;1;33;30;31;34;34;31;8;34;31;28;30;29;28;7;29;25;32
9;32;29;33;33;28;27;27;33;28;34;32;30;24;20;32;30;34;31;34;30;29;34;33;34;34;31;;4;33;30;31;34;34;31;8;34;31;28;31;29;31;10;29;29;32
10;34;31;33;33;28;29;27;33;30;34;32;30;27;23;32;30;34;32;34;30;31;34;34;34;34;31;30;;33;30;31;34;34;31;9;34;32;28;31;29;31;12;29;29;32
