Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;0;4;;;;;;0;10;;;;;;;;;;;;;;;;;;;;0;;0;;2;7;1;0;8;0;;;;;0;0;
2;2;6;;;;;;14;10;;;;;;;;;;;;;;;;;;;;;;0;;5;18;3;1;9;0;;;;;1;0;
3;8;7;;;;;;20;17;;;;;;;;;;;;;;;;;;;;;0;1;;15;22;6;1;10;0;;;;;5;2;
4;8;8;;;;;;24;24;;;;;;;;;;;;;;;;;;;0;;1;4;;25;27;10;1;14;3;;;;;6;2;
5;19;8;;;;;;26;29;;;;;;;;;;;;;;;;;;;0;;1;1;;32;30;19;1;18;1;;;;;10;6;
6;21;17;;;;;;28;30;;;;;;;;;;;;;;;;;;;0;0;1;4;;49;32;28;1;17;2;;;;;10;7;
7;21;18;;;;;;29;31;;;;;;;;;;;;;;;;;;;0;0;1;3;;;42;35;1;19;1;;;;;12;11;
8;25;18;;;;;;31;33;;;;;;;;;;;;;;;;;;;0;0;2;3;;;;43;1;21;2;;;;;14;11;
9;28;18;;;;;;32;34;;;;;;;;;;;;;;;;;;;0;0;2;3;;;;;2;21;4;;;;;16;15;
10;29;19;;;;;;32;34;;;;;;;;;;;;;;;;;;;;0;2;3;;;;;3;27;4;;;;;16;15;
