Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;69;61;77;60;53;65;40;74;60;71;63;10;21;8;77;75;76;78;;24;28;83;68;77;61;62;0;;71;52;75;77;70;84;56;72;75;65;70;66;44;45;81;65;49
2;69;64;79;62;71;66;54;78;61;72;66;35;42;35;81;81;76;81;73;;31;86;71;78;67;68;13;;81;65;74;78;73;85;56;72;79;68;71;69;62;57;83;73;55
3;72;72;82;63;72;74;63;79;64;74;67;41;51;51;83;83;80;82;75;59;;86;75;81;68;74;49;0;83;73;72;81;73;82;53;80;79;65;72;71;65;62;83;75;65
4;72;73;84;75;75;75;74;83;68;86;68;43;52;55;87;83;81;83;75;65;64;;81;82;77;78;48;0;83;73;75;82;75;82;51;81;81;65;75;73;65;64;84;78;74
5;77;73;85;83;81;75;74;83;71;86;77;44;54;57;87;84;83;84;81;69;76;87;;82;79;81;50;0;86;73;76;82;77;82;51;79;81;67;75;74;65;65;84;81;79
6;79;79;85;86;83;80;74;83;73;87;78;54;54;56;87;84;83;87;82;74;76;87;85;;79;83;56;0;86;73;75;82;77;82;56;79;82;71;75;76;69;67;84;84;81
7;79;81;88;86;85;82;77;83;73;87;79;61;68;58;87;86;87;87;85;75;78;87;87;87;;83;57;0;86;73;75;83;79;83;56;79;82;72;76;76;71;67;84;86;81
8;80;82;88;88;85;82;78;83;75;87;79;69;73;59;87;86;87;87;85;77;75;88;87;87;86;;57;0;88;75;75;83;79;83;56;79;80;76;76;77;72;69;86;86;82
9;80;82;88;88;86;82;80;83;78;87;79;73;76;60;87;86;87;87;85;82;77;88;87;87;86;84;;0;88;76;78;83;77;85;55;80;80;77;76;79;72;70;87;86;84
10;80;85;88;88;86;84;80;83;84;87;79;73;78;66;88;86;87;87;85;83;78;88;88;88;87;85;75;;88;77;79;84;77;86;53;80;81;78;78;79;74;70;87;87;86
