Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;5801;8149;6173;6173;6309;7193;12657;6173;9257;4653;6309;8057;10857;12657;6173;9257;6173;6173;;9257;12657;6173;9257;6173;6173;6541;0;;12657;5534;9298;6938;6622;7430;12738;6622;5534;12738;6254;6254;7430;12738;6254;7910;6390
2;5801;7545;6173;6173;6173;6857;12657;6173;8149;4653;6173;7005;8149;12657;6173;9257;6173;6173;6173;;12657;6173;9257;6173;6173;6309;10857;;9217;5453;9298;6938;6390;7178;12738;6390;5534;12738;6254;6254;7178;12738;6254;7910;6254
3;5801;7193;5801;6173;6173;6673;9217;6173;7545;4653;6173;6541;7545;12657;5837;8149;5837;5837;6173;6857;;6173;9257;6173;6173;6173;10857;0;8381;5453;9217;6754;6390;7178;12738;6390;5534;12738;6254;6254;7006;8462;6254;7430;6254
4;5941;7281;5629;5941;6333;6749;8077;6333;7641;4653;6333;6721;7281;9349;5981;7641;5981;5981;6333;6749;9349;;8257;5981;6333;6333;11021;0;7573;5453;9349;6749;6558;7390;12942;6414;5534;9430;6414;6414;7210;8738;6414;7390;6414
5;5941;6937;5629;5629;5981;6749;8077;6333;7281;4653;6333;6721;7281;9349;5981;7281;5981;5981;6333;6749;8657;5981;;5981;5981;6333;11021;0;7309;5453;9349;6749;6333;7390;12942;6414;5534;9430;6414;6414;7210;8158;6414;7390;6414
6;5941;6749;5629;5629;5981;6749;7573;5981;6937;4653;5981;6333;7281;8657;5981;6937;5649;5649;5981;6749;8077;5981;7281;;5981;6333;9389;0;7129;5453;9349;6749;6333;7129;9430;6414;5534;9430;6414;6414;7210;8158;6414;7390;6062
7;5629;6749;5629;5629;5981;6749;7573;5981;6937;4653;5981;6333;6937;8657;5981;6937;5649;5649;5981;6749;7573;5981;7281;5981;;6333;8257;0;7129;5453;9349;6749;6333;7129;12861;6414;5534;9430;6414;6414;7210;8158;6062;7210;6062
8;5629;6749;5629;5629;5981;6749;7309;5629;6937;4653;5981;6333;6749;8077;5981;6749;5649;5649;5981;6749;7573;5981;7281;5981;5981;;8257;0;6873;5453;9349;6749;6333;7129;12861;6333;5534;8738;6414;6062;7210;8158;6062;7210;6062
9;5629;6749;5629;5305;5649;6461;7129;5629;6749;4653;5981;5981;6749;7573;5649;6749;5649;5649;5649;6461;7309;5981;6937;5649;5981;5981;;0;6873;5453;9349;6461;6333;7129;12861;6333;5453;8738;6414;6062;7210;7654;6062;7210;6062
10;5737;6825;5737;5397;5753;6533;7341;5737;6825;4653;6101;6101;6825;7529;5753;6825;5753;5753;5753;6533;7529;6101;7017;5753;6101;6101;7369;;7073;5453;9481;6533;6469;7341;13065;6469;5453;8773;6550;6182;7422;7890;6182;7422;6182
