Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;36;23;26;34;29;24;14;41;26;0;19;6;7;;23;2;11;20;;;;20;2;7;16;3;10;;5;;21;21;25;21;21;30;30;14;15;18;10;;35;12;12
2;37;27;27;37;37;30;18;38;27;0;21;19;11;;24;14;19;23;18;;;24;5;11;16;15;28;;11;0;21;24;28;21;20;30;33;13;16;20;23;7;40;14;18
3;39;28;30;38;39;37;16;39;34;4;21;22;19;8;28;18;23;26;18;28;;25;20;17;18;15;30;;22;18;21;28;29;21;21;33;35;13;16;26;27;23;40;14;31
4;39;34;32;39;40;38;22;39;38;35;21;25;20;21;29;22;32;30;19;28;17;;20;20;21;21;31;;26;27;21;28;30;21;21;35;35;14;14;26;27;26;40;15;35
5;39;35;35;40;40;39;26;39;40;37;26;25;23;23;35;25;32;33;26;30;17;39;;20;24;28;31;;29;37;23;29;31;19;21;37;35;18;22;28;28;26;40;17;37
6;40;37;35;40;41;39;26;39;41;38;34;34;24;25;35;30;33;33;27;30;18;39;31;;24;31;32;;34;37;30;29;31;28;21;37;35;18;23;28;32;28;40;18;39
7;40;37;38;40;41;39;26;39;42;38;34;35;30;29;39;31;35;35;29;32;23;39;30;38;;31;36;;34;37;27;29;32;31;21;38;35;20;23;29;33;28;40;18;39
8;40;38;38;41;41;40;27;42;42;38;38;39;36;27;39;32;35;36;34;34;28;39;29;38;40;;36;;34;37;27;32;33;36;22;38;35;20;25;31;33;29;41;18;39
9;41;39;38;42;43;40;29;42;43;38;38;39;36;28;39;32;34;36;37;36;27;40;28;39;41;38;;;34;37;29;31;34;37;22;39;35;20;25;31;34;31;43;18;40
10;41;40;38;42;44;40;29;42;44;38;38;39;39;30;40;33;35;36;39;36;31;42;30;40;41;38;38;;34;37;40;33;34;37;18;39;35;20;26;31;34;31;43;21;41
