Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;13266;16068;12888;12888;13266;16068;0;13266;17928;9222;14814;;0;;20094;21528;19104;20094;;0;0;21528;21528;20094;20094;21528;21528;;21528;10503;21609;19185;20175;21609;21609;20175;10503;21609;19185;19185;21609;21609;20175;21609;19185
2;12888;17928;12630;12630;12888;13986;17928;12888;17928;9222;14814;16983;0;19029;13266;21528;19104;20094;20094;;0;20094;21528;19104;20094;21528;21528;;21528;10422;21609;19185;20175;21609;21609;20175;10503;21609;19185;19185;20175;21609;20175;21609;19185
3;12630;16068;12630;12630;12630;13266;17928;12630;16068;9222;13986;16068;17928;17928;12888;17928;19104;20094;20094;21528;;20094;21528;19104;20094;21528;21528;;21528;10422;21528;19185;19185;20175;21609;19185;10503;21609;19185;19185;20175;21609;19185;21609;19185
4;12936;16266;12936;12936;12936;13602;16266;12936;16266;9222;14358;15228;16266;18162;13206;16266;12936;19104;20094;21528;21528;;21528;19104;20094;21528;21528;;20094;10422;21528;19104;19185;20175;21609;19185;10503;21609;19185;19185;20175;21609;19185;21609;15909
5;12936;16266;12936;12552;12936;13206;16266;12936;15228;9222;12936;15228;15228;18162;12936;16266;12936;12936;20094;20094;21528;20094;;19104;19104;20094;21528;;20094;10422;21528;19104;19104;20175;21609;19185;10503;21609;19185;19185;20175;21609;19185;21609;15909
6;12936;15228;12552;12552;12936;13206;15228;12936;14358;9222;12936;13206;15228;18162;12936;15228;12552;12936;13206;20094;21528;20094;21528;;19104;20094;21528;;20094;10422;21528;19104;19104;20094;21609;19185;10503;21609;19185;19185;19185;21609;19185;21609;15909
7;12936;14358;12552;12552;12552;12936;14358;12936;14358;9222;12936;12936;13602;18162;12936;14358;12552;12936;13206;13602;21528;20094;21528;15828;;20094;21528;21528;20094;10422;21528;15828;19104;20094;21528;19185;10503;21609;19185;19185;19185;21609;19185;21609;15909
8;12552;14358;12552;12174;12552;12936;14358;12552;14358;9222;12936;12936;13602;16266;12936;14358;12552;12936;12936;13206;16266;19104;21528;15828;15828;;21528;;19104;10422;21528;15828;19104;20094;21528;19104;10503;20175;15909;19185;19185;20175;19185;21609;15909
9;12552;13602;12552;12174;12552;12936;13602;12552;13602;9222;12552;12936;13206;15228;12936;13602;12552;12936;12936;13206;15228;13206;20094;15828;15828;19104;;;19104;10422;21528;15828;15828;19104;21528;15828;10422;20175;15909;15909;19185;20175;19185;20175;15909
10;12852;13536;12852;12456;12852;13254;13956;12852;13956;9222;12852;13254;13254;15402;13254;13956;12852;13254;13254;13536;14748;13254;14748;15828;15828;19104;21528;;19104;10422;21528;15828;15828;19104;21528;15828;10422;20094;15909;15909;19185;20175;15909;20175;15909
