Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;2472;3747;2658;2472;2658;3101;0;2573;4301;1999;3401;0;0;;2937;0;2943;3040;;5101;;2937;5387;2842;3401;4701;0;;0;0;4281;3101;2827;3347;6478;2827;0;0;2759;2658;3120;0;2658;3587;2658
2;2472;3445;2658;2472;2658;2908;0;2573;3747;1898;3401;4701;0;0;2783;5101;2726;3040;3286;;;2937;5501;2842;3141;3286;0;;3863;0;3863;3009;2827;3221;6001;2827;2399;0;2759;2658;3034;6001;2658;3486;2658
3;2472;3269;2324;2472;2658;2908;4281;2573;3445;1898;3401;5048;5000;0;2783;4301;2726;2937;3074;4200;;2937;5101;2726;3141;3286;5488;;3587;2399;4180;2908;2658;3221;0;2658;2399;0;2759;2658;3034;3863;2658;3587;2658
4;2542;3141;2386;2386;2738;2946;3711;2643;3493;1898;3392;0;5183;6103;2715;3801;2738;2764;3176;4266;6103;;4266;2738;3027;3400;5183;0;3327;2399;4347;2946;2839;3136;6103;2738;2399;4658;2738;2738;3136;3711;2738;3327;2738
5;2386;3141;2386;2386;2562;2946;3711;2542;3313;1898;2926;0;5183;6503;2643;3801;2738;2542;2932;3700;6103;2715;;2738;2865;3176;4367;0;3237;2399;4246;2946;2738;3136;6103;2738;2399;4658;2738;2738;3136;3711;2562;3327;2562
6;2386;2946;2386;2386;2562;2946;3459;2386;3141;1898;2764;3706;5082;6103;2542;3493;2738;2542;2932;3700;4347;2715;3801;;2865;2932;4367;0;3136;2399;4246;2946;2738;3136;4347;2738;2399;4658;2738;2738;3136;3459;2562;3136;2562
7;2386;2946;2224;2386;2562;2802;3327;2386;3141;1898;2614;3400;4266;6503;2542;3313;2562;2542;2810;3392;4347;2643;3801;2562;;2932;3801;0;3136;2399;4557;2946;2738;3136;4347;2738;2399;4001;2738;2738;3008;3459;2562;3136;2562
8;2386;2946;2224;2224;2562;2802;3136;2386;3047;1898;2542;3176;3392;4347;2542;3313;2562;2542;2738;3212;4001;2643;3801;2562;2542;;3801;0;3136;2399;4658;2946;2738;3136;4658;2738;2399;4001;2738;2562;3008;3327;2562;3136;2562
9;2386;2946;2224;2224;2396;2802;3136;2386;2946;1898;2542;2932;3212;4001;2542;3313;2562;2542;2738;3212;4001;2643;3392;2562;2542;2738;;0;3136;2399;4658;2802;2738;3136;4347;2738;2399;3900;2562;2562;3008;3237;2562;3136;2562
10;2440;2984;2270;2270;2448;2838;3242;2440;2984;1898;2602;3006;3256;4059;2440;3181;2622;2602;2806;3080;3841;2703;3440;2622;2602;2806;3357;;3242;2298;4731;2838;2622;3242;4413;2806;2399;3841;2622;2622;3108;3343;2622;3242;2622
