Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;3747;2472;3269;2726;2726;3175;3445;3445;2472;3269;2658;2658;3387;0;0;2783;3747;2827;;0;0;0;2682;3646;2726;2842;3387;0;0;0;4586;6001;3600;3701;0;0;2298;3863;3587;3175;3387;0;3863;2759;3863
2;3269;2472;3101;2658;2658;2726;3269;3269;2472;3101;2658;2658;2827;4301;4301;2540;3445;2726;2658;;5101;0;2783;3646;2658;2658;3175;0;0;0;0;6478;3701;3600;0;6001;2298;3587;3587;2943;2943;5501;3486;2658;3587
3;3101;2472;2908;2658;2658;2658;3101;3101;2324;3000;2658;2658;2759;3445;3646;2472;3101;2658;2658;2726;;4200;2641;3269;2658;2658;2842;5387;0;0;0;6001;3701;3600;4701;6001;2298;3587;3347;2827;2943;4301;3246;2658;3347
4;3141;2542;2946;2738;2738;2738;2946;3047;2386;2946;2738;2738;2839;3313;3493;2542;2946;2738;2738;2810;3493;;2715;3040;2738;2738;2911;0;0;0;4347;4246;3501;3400;0;4347;2298;3459;3327;2911;2911;4367;3226;2738;3226
5;3047;2386;2946;2738;2738;2738;2946;2946;2386;2802;2562;2738;2738;3040;3313;2386;2946;2738;2738;2738;3392;3493;;3040;2738;2738;2911;5578;0;0;4347;4001;3400;3400;0;0;2298;3459;3327;2738;2911;3801;3226;2738;3136
6;2946;2386;2946;2562;2562;2738;2946;2946;2386;2802;2562;2562;2738;3040;3141;2386;2946;2562;2562;2738;3313;3313;2542;;2738;2738;2839;5183;0;0;4001;3610;3176;3176;4579;0;2298;3327;3136;2738;2911;3801;3226;2738;3136
7;2946;2386;2802;2562;2562;2562;2946;2946;2386;2802;2562;2562;2738;3040;3040;2386;2802;2562;2562;2738;3313;3212;2542;2946;;2738;2738;0;0;0;3711;3711;3176;3277;4579;4246;2298;3327;3136;2738;2738;3801;3226;2738;3136
8;2946;2386;2802;2562;2562;2562;2946;2946;2224;2802;2562;2396;2738;2946;2946;2386;2802;2562;2562;2738;3040;3040;2542;2946;2562;;2738;0;0;2399;3358;3459;2932;3277;0;0;2298;3237;3136;2738;2738;3493;3226;2738;3136
9;2946;2386;2802;2562;2562;2562;2946;2946;2224;2802;2562;2396;2738;2946;2946;2386;2802;2562;2562;2738;3040;3141;2386;2946;2562;2562;;0;6489;2399;3226;3459;2810;2932;4767;0;2298;3237;3136;2738;2738;3493;3136;2738;3136
10;2984;2440;2838;2448;2622;2622;2984;2838;2270;2680;2622;2448;2806;2984;2984;2440;2838;2622;2622;2622;2984;2984;2440;2984;2622;2622;2806;;0;2298;3242;3242;2806;2981;4753;4413;2298;3343;3242;2806;2806;3541;3242;2622;3242
