Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;6165;8149;6541;6173;6541;7545;12657;6541;8149;0;6541;8057;10857;;10057;10857;10057;7005;;;;10057;10857;10057;7429;8057;10857;;10857;;12738;10938;7510;8230;12738;8138;5534;12738;10138;8138;10938;;7510;10938;10138
2;6165;8149;6309;6173;6173;7193;12657;6173;8149;0;6541;7005;9257;;8057;10857;10057;7005;7005;;;8057;10857;10057;7005;7429;10857;;10857;0;12738;9338;7510;8230;12738;8138;5534;12738;10138;8138;9338;12738;7086;9338;8138
3;5873;7545;5801;6173;6173;6673;9217;6173;7545;4653;6309;7005;8149;12657;7429;10857;8057;6541;7005;8149;;8057;10857;7429;7005;7005;9257;;10857;5453;9217;9338;7510;8230;12738;8138;5534;12738;8138;7510;8230;12738;6622;9338;7086
4;5773;7281;5941;6333;6333;6749;8657;6333;7281;4653;6477;6721;8257;12861;7209;11021;7657;6477;6721;8257;12861;;11021;7209;6721;7209;8257;;11021;5453;12861;8257;7290;8338;12942;7738;5534;12942;8350;7738;8338;12942;6558;9470;6802
5;5665;7281;5941;5981;6333;6749;8077;6333;6937;4653;6333;6721;7641;12861;7209;9389;7209;6477;6477;7641;12861;7209;;7209;6477;6721;8257;;11021;5453;9349;8257;7209;7722;12942;7738;5534;12942;8350;7290;8338;12942;6414;8338;6802
6;5665;6749;5941;5981;6333;6749;8077;6333;6937;4653;6333;6477;7641;9349;6721;9389;6721;6333;6477;7641;12861;7209;9389;;6477;6477;7641;;11021;5453;12861;7641;6721;7641;12942;7738;5534;12942;7738;7290;7722;12942;6414;8338;6558
7;5665;6749;5941;5981;5981;6749;7573;6333;6749;4653;6333;6333;7281;9349;6721;8257;6477;6333;6333;7281;9349;7209;9389;6477;;6477;7281;;11021;5453;12861;7641;6477;7281;9349;7290;5534;12942;7738;6802;7722;12942;6414;8338;6414
8;5665;6749;5941;5981;5981;6461;7309;5665;6749;4653;5981;6333;6937;8657;6477;8257;6477;6333;6333;6937;8657;6721;8257;6333;6333;;7281;;11021;5453;12861;7281;6333;7281;9349;7209;5534;12942;7290;6558;7362;12942;6414;7722;6414
9;5665;6749;5629;5649;5981;6461;7129;5409;6749;4653;5981;6333;6749;8077;6333;8257;6477;6333;6333;6937;8657;6477;8257;6333;6333;6333;;;11021;5453;12861;7281;6333;7281;12861;7209;5453;12942;7290;6558;7362;9430;6414;7722;6414
10;5769;6825;5737;5753;6101;6533;7341;5501;6825;4653;6101;6469;6825;7809;6469;7369;6617;6469;6469;6825;8337;6469;7737;6469;6469;6469;7017;;11185;5453;9481;7017;6469;7017;9481;6869;5453;13065;7458;6698;7450;9562;6550;7818;6550
