Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;16;6;9;8;10;2;0;5;5;5;7;;0;;12;9;7;9;;0;0;4;6;10;10;4;2;;17;6;14;11;13;12;14;15;15;14;16;7;7;8;15;8;13
2;16;7;14;10;16;7;2;12;5;8;8;1;0;1;12;10;7;9;5;;0;6;7;11;11;8;8;;17;7;14;11;14;12;14;15;15;13;17;7;14;8;16;10;13
3;16;9;16;10;16;11;8;12;7;7;8;2;5;10;12;13;8;9;5;8;;6;7;11;11;10;12;;17;7;14;14;14;12;14;16;17;13;17;9;15;13;16;10;15
4;16;10;16;15;17;12;12;16;13;10;8;2;8;11;12;14;8;9;5;8;11;;7;11;14;11;12;;17;7;15;14;15;12;14;17;17;13;17;9;15;13;17;12;16
5;16;10;16;15;15;12;13;16;13;12;11;2;9;11;13;15;10;9;6;8;11;8;;12;15;12;12;;17;11;16;14;15;12;14;17;17;14;17;10;15;13;17;13;16
6;16;12;16;16;17;13;12;16;15;14;12;9;9;11;13;15;10;12;9;12;11;8;10;;15;14;14;;17;11;16;14;15;12;14;17;17;14;17;10;15;13;17;13;16
7;16;12;17;16;17;13;14;16;15;15;12;10;11;11;13;15;14;12;12;14;12;8;11;17;;14;16;3;17;13;16;17;15;14;14;17;17;14;17;12;15;13;17;13;16
8;17;12;17;17;17;15;14;16;15;15;14;14;12;12;13;15;14;12;13;15;15;9;11;17;16;;16;;17;13;16;17;15;16;13;17;17;14;17;12;15;13;17;13;16
9;17;12;17;17;17;15;14;16;15;15;14;14;12;12;15;15;15;12;13;16;15;9;11;17;16;16;;;17;13;16;17;15;16;13;17;17;14;17;12;16;13;17;13;16
10;17;13;17;17;17;15;14;17;15;15;14;14;12;13;15;15;15;14;13;16;15;12;11;17;16;16;16;;17;13;16;17;16;16;13;17;17;14;17;12;16;13;17;13;16
