Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;3012;0;3346;3346;3578;4150;0;3346;0;0;3346;4104;0;0;3790;0;3790;3346;;0;0;3790;0;3790;3578;0;;;0;0;4684;4704;3790;4266;6404;3790;0;0;3790;3578;0;0;3346;4684;3578
2;2896;5104;3346;3346;3230;3848;0;3230;0;2402;3346;0;0;0;3578;0;3578;3230;3346;;0;3578;0;3578;3578;3578;;;0;0;4684;4150;3578;3990;6404;3790;0;0;3790;3346;3750;0;3230;4266;3346
3;2896;4104;3044;3230;3230;3672;6404;3162;5104;2402;3346;3790;4150;6404;3346;0;3346;3230;3346;4150;;3578;5104;3578;3346;3346;5504;;0;0;4684;4150;3578;3990;6404;3790;2802;0;3790;3346;3750;6404;3230;4266;3230
4;2908;4210;3046;3046;3314;3544;6506;3242;4210;2402;3436;3904;4204;6506;3314;0;3314;3242;3436;3896;0;;5252;3314;3314;3436;5586;;0;0;4750;3896;3680;4114;6506;3680;2802;0;3680;3314;3862;6506;3242;4114;3314
5;2908;4210;3046;3046;3242;3544;4750;3242;4210;2402;3242;3680;3896;6506;3242;4210;3242;3242;3314;3896;0;3242;;3314;3314;3314;5586;;0;2802;6506;3716;3436;4114;6506;3680;2802;0;3436;3314;3862;6506;3242;4114;3242
6;2908;3680;3046;3046;3242;3544;4750;3242;3904;2402;3242;3314;3896;6506;3242;4210;3242;3242;3242;3716;0;3242;4210;;3314;3314;4770;;0;2802;0;3716;3436;3862;4750;3680;2802;0;3436;3242;3730;6506;3242;3862;3242
7;2908;3680;3046;3046;3242;3450;4404;3242;3680;2402;3242;3314;3716;6506;3242;3904;3242;3242;3242;3544;0;3242;3904;3242;;3314;4204;;4750;2802;0;3544;3314;3862;6506;3680;2802;0;3436;3242;3640;4750;3242;3862;3242
8;2908;3436;3046;2890;3242;3450;4404;2780;3680;2402;3242;3242;3544;4404;3242;3904;3242;3242;3242;3544;0;3242;3904;3242;3242;;4204;;4114;2802;0;3544;3314;3862;6506;3436;2802;0;3314;3242;3640;4750;3242;3862;3242
9;2908;3436;2890;2890;3066;3450;4114;2780;3436;2402;3242;3242;3544;4404;3242;3904;3066;3242;3066;3450;0;3242;3680;3242;3242;3242;;;4114;2802;0;3450;3242;3730;6506;3436;2802;0;3314;3242;3640;4750;3242;3730;3242
10;2960;3510;2944;2944;3126;3488;4244;2826;3510;2402;3310;3310;3488;4244;3310;3764;3310;3126;3126;3488;4462;3310;3764;3310;3310;3310;3944;;3980;2802;0;3488;3310;3840;6608;3384;2802;0;3384;3310;3746;4462;3310;3840;3310
