Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;27;23;31;21;23;17;44;42;17;26;32;15;3;0;40;19;23;29;;21;20;36;15;21;17;11;;;24;0;27;36;27;34;12;34;19;18;22;27;29;10;34;75;32
2;25;28;33;21;34;27;15;38;17;31;35;25;9;37;42;23;24;30;19;;23;36;28;22;16;24;;;24;9;27;37;27;34;12;34;19;22;19;34;38;21;35;82;33
3;32;30;36;20;35;35;25;39;23;33;35;25;18;59;42;26;29;30;19;21;;36;28;29;19;25;16;;24;25;28;37;27;38;11;34;21;22;22;36;38;29;36;83;35
4;33;30;39;26;37;36;27;42;29;37;35;25;18;21;42;26;34;37;23;27;13;;28;31;26;27;16;;24;30;31;39;28;38;11;34;27;24;26;37;40;29;36;83;38
5;35;31;39;37;40;36;30;42;35;41;36;25;24;21;43;31;35;39;30;27;16;39;;31;32;32;20;;24;32;31;41;33;39;15;34;30;26;32;36;41;29;36;41;43
6;37;33;39;40;40;38;28;42;39;41;39;32;25;24;43;37;37;42;35;32;17;39;38;;32;35;25;;27;32;34;41;39;41;15;38;31;26;31;36;41;31;36;41;44
7;37;33;40;41;41;42;29;42;38;44;39;37;30;24;43;37;37;42;38;34;19;39;38;38;;35;28;;29;32;33;43;41;41;15;38;31;26;31;37;42;31;36;41;44
8;38;34;42;44;41;42;34;42;38;44;41;38;32;27;43;39;37;44;38;34;24;41;39;38;39;;30;;31;35;33;43;42;41;15;38;31;26;31;38;42;32;36;41;44
9;38;34;42;44;42;42;34;43;39;44;41;41;34;31;43;39;37;44;38;35;28;41;39;38;39;42;;;32;35;33;43;42;41;13;40;31;27;31;38;42;32;36;44;44
10;38;34;42;44;42;42;34;43;39;44;41;42;36;30;44;39;37;44;38;36;28;42;39;38;39;42;34;;32;35;30;43;42;41;14;40;31;28;32;38;42;33;36;44;44
