Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;18;13;;;;;;27;25;;;;;;;;;;;;;;;;;;;;0;;1;;22;19;13;16;26;24;;;;;14;15;
2;23;16;;;;;;25;27;;;;;;;;;;;;;;;;;;;;;;1;;25;20;13;19;28;25;;;;;18;14;
3;20;18;;;;;;28;37;;;;;;;;;;;;;;;;;;;;;0;4;;27;27;16;23;28;26;;;;;24;23;
4;20;19;;;;;;28;38;;;;;;;;;;;;;;;;;;;0;;0;6;;30;27;16;20;32;26;;;;;24;25;
5;31;19;;;;;;35;36;;;;;;;;;;;;;;;;;;;4;;3;7;;32;39;18;19;33;26;;;;;25;26;
6;31;31;;;;;;37;36;;;;;;;;;;;;;;;;;;;0;2;0;14;;42;39;27;19;33;28;;;;;25;30;
7;32;31;;;;;;37;36;;;;;;;;;;;;;;;;;;;5;0;0;13;;;42;31;19;35;29;;;;;27;30;
8;32;32;;;;;;37;36;;;;;;;;;;;;;;;;;;;14;2;13;13;;;;43;21;35;29;;;;;29;30;
9;32;33;;;;;;39;36;;;;;;;;;;;;;;;;;;;14;5;22;15;;;;;24;35;33;;;;;29;30;
10;32;36;;;;;;39;36;;;;;;;;;;;;;;;;;;;;6;24;19;;;;;24;36;34;;;;;30;31;
